onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
12232.0	8.0	254.833	64	4	E	0.0	2	4	1.0	1.0	1/24	True	3	83.0	128.0	82.0	82a	4	1529/6	False	False				False	232		i6		A	iii		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	iii	iii, major	i		iii	iii	True	i6	i6, minor		i6, minor		i	3	7	7	1	-3	-3	True	False	True
12240.0	8.0	255.0	66	6	F	1.0	2	4	1.0	1.0	1/24	True	3	83.0	128.0	82.0	82a	4	255	False	True				False	233		iio		A	iii		iio		ii	o				o	False	True	(2, -1, -4)	()	2	2	major	minor	iii	iii, major	ii		iii	iii	True	iio	iio, minor		iio, minor		ii	3	7	7	3	-1	-1	True	False	False
12248.0	8.0	255.167	62	14	C	2.0	2	4	1.0	1.0	1/24	True	3	83.0	128.0	82.0	82a	4	1531/6	False	False				False	233		iio		A	iii		iio		ii	o				o	False	True	(2, -1, -4)	()	2	2	major	minor	iii	iii, major	ii		iii	iii	True	iio	iio, minor		iio, minor		ii	3	7	7	11	7	7	False	False	False
12256.0	8.0	255.333	63	9	D	1.0	2	4	1.0	1.0	1/24	True	3	83.0	128.0	82.0	82a	4	766/3	False	False				False	233		iio		A	iii		iio		ii	o				o	False	True	(2, -1, -4)	()	2	2	major	minor	iii	iii, major	ii		iii	iii	True	iio	iio, minor		iio, minor		ii	3	7	7	6	2	2	True	True	True
12264.0	8.0	255.5	69	3	A	0.0	2	4	1.0	1.0	1/24	True	3	83.0	128.0	82.0	82a	4	511/2	False	False				False	233		iio		A	iii		iio		ii	o				o	False	True	(2, -1, -4)	()	2	2	major	minor	iii	iii, major	ii		iii	iii	True	iio	iio, minor		iio, minor		ii	3	7	7	0	-4	-4	True	False	False
12272.0	8.0	255.667	68	8	G	1.0	2	4	1.0	1.0	1/24	True	3	83.0	128.0	82.0	82a	4	767/3	False	False				False	233		iio		A	iii		iio		ii	o				o	False	True	(2, -1, -4)	()	2	2	major	minor	iii	iii, major	ii		iii	iii	True	iio	iio, minor		iio, minor		ii	3	7	7	5	1	1	False	False	False
12280.0	8.0	255.833	66	6	F	1.0	2	4	1.0	1.0	1/24	True	3	83.0	128.0	82.0	82a	4	1535/6	False	False				False	233		iio		A	iii		iio		ii	o				o	False	True	(2, -1, -4)	()	2	2	major	minor	iii	iii, major	ii		iii	iii	True	iio	iio, minor		iio, minor		ii	3	7	7	3	-1	-1	True	False	False
12288.0	8.0	256.0	64	4	E	0.0	2	4	1.0	1.0	1/24	True	3	84.0	129.0	83.0	83a	4	256	False	True				False	234		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	1	-3	-3	True	False	False
12296.0	8.0	256.167	61	7	C	1.0	2	4	1.0	1.0	1/24	True	3	84.0	129.0	83.0	83a	4	1537/6	False	False				False	234		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	4	0	0	True	True	True
12304.0	8.0	256.333	68	8	G	1.0	2	4	1.0	1.0	1/24	True	3	84.0	129.0	83.0	83a	4	769/3	False	False				False	234		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	5	1	1	True	False	False
12312.0	8.0	256.5	54	6	F	1.0	2	4	1.0	1.0	1/24	True	3	84.0	129.0	83.0	83a	3	513/2	False	True				False	235		V2		A	iii		V2		V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	iii	iii, major	V		iii	iii	True	V2	V2, minor		V2, minor		V	3	7	7	3	-1	-1	True	False	True
12312.0	24.0	256.5	54	6	F	1.0	2	4	2.0	1.0	1/8	True	3	84.0	129.0	83.0	83a	3	513/2	False	True				False	235		V2		A	iii		V2		V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	iii	iii, major	V		iii	iii	True	V2	V2, minor		V2, minor		V	3	7	7	3	-1	-1	True	False	True
12320.0	8.0	256.667	60	12	B	1.0	2	4	1.0	1.0	1/24	True	3	84.0	129.0	83.0	83a	3	770/3	False	False				False	235		V2		A	iii		V2		V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	iii	iii, major	V		iii	iii	True	V2	V2, minor		V2, minor		V	3	7	7	9	5	5	True	False	False
12328.0	8.0	256.833	63	9	D	1.0	2	4	1.0	1.0	1/24	True	3	84.0	129.0	83.0	83a	4	1541/6	False	False				False	235		V2		A	iii		V2		V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	iii	iii, major	V		iii	iii	True	V2	V2, minor		V2, minor		V	3	7	7	6	2	2	True	False	False
12336.0	24.0	257.0	52	4	E	0.0	2	4	2.0	1.0	1/8	True	3	84.0	129.0	83.0	83a	3	257	False	True				False	236		i6		A	iii		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	iii	iii, major	i		iii	iii	True	i6	i6, minor		i6, minor		i	3	7	7	1	-3	-3	True	False	True
12336.0	8.0	257.0	56	8	G	1.0	2	4	1.0	1.0	1/24	True	3	84.0	129.0	83.0	83a	3	257	False	True				False	236		i6		A	iii		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	iii	iii, major	i		iii	iii	True	i6	i6, minor		i6, minor		i	3	7	7	5	1	1	True	False	False
12344.0	8.0	257.167	61	7	C	1.0	2	4	1.0	1.0	1/24	True	3	84.0	129.0	83.0	83a	4	1543/6	False	False				False	236		i6		A	iii		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	iii	iii, major	i		iii	iii	True	i6	i6, minor		i6, minor		i	3	7	7	4	0	0	True	True	False
12352.0	8.0	257.333	64	4	E	0.0	2	4	1.0	1.0	1/24	True	3	84.0	129.0	83.0	83a	4	772/3	False	False				False	236		i6		A	iii		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	iii	iii, major	i		iii	iii	True	i6	i6, minor		i6, minor		i	3	7	7	1	-3	-3	True	False	True
12360.0	24.0	257.5	48	12	B	1.0	2	4	2.0	1.0	1/8	True	3	84.0	129.0	83.0	83a	2	515/2	False	True				False	237		V65		A	iii		V65		V		65			Mm7	False	True	(5, 2, -1, 1)	()	1	5	major	minor	iii	iii, major	V		iii	iii	True	V65	V65, minor		V65, minor		V	3	7	7	9	5	5	True	False	True
12360.0	8.0	257.5	56	8	G	1.0	2	4	1.0	1.0	1/24	True	3	84.0	129.0	83.0	83a	3	515/2	False	True				False	237		V65		A	iii		V65		V		65			Mm7	False	True	(5, 2, -1, 1)	()	1	5	major	minor	iii	iii, major	V		iii	iii	True	V65	V65, minor		V65, minor		V	3	7	7	5	1	1	True	True	False
12368.0	8.0	257.667	63	9	D	1.0	2	4	1.0	1.0	1/24	True	3	84.0	129.0	83.0	83a	4	773/3	False	False				False	237		V65		A	iii		V65		V		65			Mm7	False	True	(5, 2, -1, 1)	()	1	5	major	minor	iii	iii, major	V		iii	iii	True	V65	V65, minor		V65, minor		V	3	7	7	6	2	2	True	False	False
12376.0	8.0	257.833	66	6	F	1.0	2	4	1.0	1.0	1/24	True	3	84.0	129.0	83.0	83a	4	1547/6	False	False				False	237		V65		A	iii		V65		V		65			Mm7	False	True	(5, 2, -1, 1)	()	1	5	major	minor	iii	iii, major	V		iii	iii	True	V65	V65, minor		V65, minor		V	3	7	7	3	-1	-1	True	False	False
12384.0	24.0	258.0	49	7	C	1.0	2	4	2.0	1.0	1/8	True	3	85.0	130.0	84.0	84a	3	258	False	True				False	238		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	4	0	0	True	True	True
12384.0	8.0	258.0	64	4	E	0.0	2	4	1.0	1.0	1/24	True	3	85.0	130.0	84.0	84a	4	258	False	True				False	238		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	1	-3	-3	True	False	False
12392.0	8.0	258.167	61	7	C	1.0	2	4	1.0	1.0	1/24	True	3	85.0	130.0	84.0	84a	4	1549/6	False	False				False	238		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	4	0	0	True	True	True
12400.0	8.0	258.333	68	8	G	1.0	2	4	1.0	1.0	1/24	True	3	85.0	130.0	84.0	84a	4	775/3	False	False				False	238		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	5	1	1	True	False	False
12408.0	24.0	258.5	54	6	F	1.0	2	4	2.0	1.0	1/8	True	3	85.0	130.0	84.0	84a	3	517/2	False	True				False	239		V2		A	iii		V2		V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	iii	iii, major	V		iii	iii	True	V2	V2, minor		V2, minor		V	3	7	7	3	-1	-1	True	False	True
12408.0	8.0	258.5	56	8	G	1.0	2	4	1.0	1.0	1/24	True	3	85.0	130.0	84.0	84a	3	517/2	False	True				False	239		V2		A	iii		V2		V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	iii	iii, major	V		iii	iii	True	V2	V2, minor		V2, minor		V	3	7	7	5	1	1	True	True	False
12416.0	8.0	258.667	60	12	B	1.0	2	4	1.0	1.0	1/24	True	3	85.0	130.0	84.0	84a	3	776/3	False	False				False	239		V2		A	iii		V2		V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	iii	iii, major	V		iii	iii	True	V2	V2, minor		V2, minor		V	3	7	7	9	5	5	True	False	False
12424.0	8.0	258.833	63	9	D	1.0	2	4	1.0	1.0	1/24	True	3	85.0	130.0	84.0	84a	4	1553/6	False	False				False	239		V2		A	iii		V2		V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	iii	iii, major	V		iii	iii	True	V2	V2, minor		V2, minor		V	3	7	7	6	2	2	True	False	False
12432.0	24.0	259.0	52	4	E	0.0	2	4	2.0	1.0	1/8	True	3	85.0	130.0	84.0	84a	3	259	False	True				False	240		i6		A	iii		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	iii	iii, major	i		iii	iii	True	i6	i6, minor		i6, minor		i	3	7	7	1	-3	-3	True	False	True
12432.0	8.0	259.0	56	8	G	1.0	2	4	1.0	1.0	1/24	True	3	85.0	130.0	84.0	84a	3	259	False	True				False	240		i6		A	iii		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	iii	iii, major	i		iii	iii	True	i6	i6, minor		i6, minor		i	3	7	7	5	1	1	True	False	False
12440.0	8.0	259.167	61	7	C	1.0	2	4	1.0	1.0	1/24	True	3	85.0	130.0	84.0	84a	4	1555/6	False	False				False	240		i6		A	iii		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	iii	iii, major	i		iii	iii	True	i6	i6, minor		i6, minor		i	3	7	7	4	0	0	True	True	False
12448.0	8.0	259.333	64	4	E	0.0	2	4	1.0	1.0	1/24	True	3	85.0	130.0	84.0	84a	4	778/3	False	False				False	240		i6		A	iii		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	iii	iii, major	i		iii	iii	True	i6	i6, minor		i6, minor		i	3	7	7	1	-3	-3	True	False	True
12456.0	24.0	259.5	48	12	B	1.0	2	4	2.0	1.0	1/8	True	3	85.0	130.0	84.0	84a	2	519/2	False	True				False	241		V65		A	iii		V65		V		65			Mm7	False	True	(5, 2, -1, 1)	()	1	5	major	minor	iii	iii, major	V		iii	iii	True	V65	V65, minor		V65, minor		V	3	7	7	9	5	5	True	False	True
12456.0	8.0	259.5	56	8	G	1.0	2	4	1.0	1.0	1/24	True	3	85.0	130.0	84.0	84a	3	519/2	False	True				False	241		V65		A	iii		V65		V		65			Mm7	False	True	(5, 2, -1, 1)	()	1	5	major	minor	iii	iii, major	V		iii	iii	True	V65	V65, minor		V65, minor		V	3	7	7	5	1	1	True	True	False
12464.0	8.0	259.667	63	9	D	1.0	2	4	1.0	1.0	1/24	True	3	85.0	130.0	84.0	84a	4	779/3	False	False				False	241		V65		A	iii		V65		V		65			Mm7	False	True	(5, 2, -1, 1)	()	1	5	major	minor	iii	iii, major	V		iii	iii	True	V65	V65, minor		V65, minor		V	3	7	7	6	2	2	True	False	False
12472.0	8.0	259.833	66	6	F	1.0	2	4	1.0	1.0	1/24	True	3	85.0	130.0	84.0	84a	4	1559/6	False	False				False	241		V65		A	iii		V65		V		65			Mm7	False	True	(5, 2, -1, 1)	()	1	5	major	minor	iii	iii, major	V		iii	iii	True	V65	V65, minor		V65, minor		V	3	7	7	3	-1	-1	True	False	False
12480.0	24.0	260.0	49	7	C	1.0	2	4	2.0	1.0	1/8	True	3	86.0	131.0	85.0	85a	3	260	False	True				False	242		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	4	0	0	True	True	True
12488.0	8.0	260.167	64	4	E	0.0	2	4	1.0	1.0	1/24	True	3	86.0	131.0	85.0	85a	4	1561/6	False	False				False	242		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	1	-3	-3	True	False	False
12496.0	8.0	260.333	61	7	C	1.0	2	4	1.0	1.0	1/24	True	3	86.0	131.0	85.0	85a	4	781/3	False	False				False	242		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	4	0	0	True	True	True
12504.0	24.0	260.5	51	9	D	1.0	2	4	2.0	1.0	1/8	True	3	86.0	131.0	85.0	85a	3	521/2	False	True				False	243		ii%7		A	iii		ii%7		ii	%	7			%7	False	True	(2, -1, -4, 0)	()	2	2	major	minor	iii	iii, major	ii		iii	iii	True	ii%7	ii%7, minor		ii%7, minor		ii	3	7	7	6	2	2	True	True	True
12512.0	8.0	260.667	66	6	F	1.0	2	4	1.0	1.0	1/24	True	3	86.0	131.0	85.0	85a	4	782/3	False	False				False	243		ii%7		A	iii		ii%7		ii	%	7			%7	False	True	(2, -1, -4, 0)	()	2	2	major	minor	iii	iii, major	ii		iii	iii	True	ii%7	ii%7, minor		ii%7, minor		ii	3	7	7	3	-1	-1	True	False	False
12520.0	8.0	260.833	61	7	C	1.0	2	4	1.0	1.0	1/24	True	3	86.0	131.0	85.0	85a	4	1565/6	False	False				False	243		ii%7		A	iii		ii%7		ii	%	7			%7	False	True	(2, -1, -4, 0)	()	2	2	major	minor	iii	iii, major	ii		iii	iii	True	ii%7	ii%7, minor		ii%7, minor		ii	3	7	7	4	0	0	True	False	False
12528.0	24.0	261.0	52	4	E	0.0	2	4	2.0	1.0	1/8	True	3	86.0	131.0	85.0	85a	3	261	False	True				False	244		i6		A	iii		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	iii	iii, major	i		iii	iii	True	i6	i6, minor		i6, minor		i	3	7	7	1	-3	-3	True	False	True
12536.0	8.0	261.167	68	8	G	1.0	2	4	1.0	1.0	1/24	True	3	86.0	131.0	85.0	85a	4	1567/6	False	False				False	244		i6		A	iii		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	iii	iii, major	i		iii	iii	True	i6	i6, minor		i6, minor		i	3	7	7	5	1	1	True	False	False
12544.0	8.0	261.333	61	7	C	1.0	2	4	1.0	1.0	1/24	True	3	86.0	131.0	85.0	85a	4	784/3	False	False				False	244		i6		A	iii		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	iii	iii, major	i		iii	iii	True	i6	i6, minor		i6, minor		i	3	7	7	4	0	0	True	True	False
12552.0	24.0	261.5	52	4	E	0.0	2	4	2.0	1.0	1/8	True	3	86.0	131.0	85.0	85a	3	523/2	False	True				False	245		#vio6		A	iii		#vio6		#vi	o	6			o	False	True	(0, -3, 3)	()	3	0	major	minor	iii	iii, major	#vi		iii	iii	True	#vio6	#vio6, minor		#vio6, minor		#vi	3	7	7	1	-3	-3	True	False	False
12560.0	8.0	261.667	70	10	A	1.0	2	4	1.0	1.0	1/24	True	3	86.0	131.0	85.0	85a	4	785/3	False	False				False	245		#vio6		A	iii		#vio6		#vi	o	6			o	False	True	(0, -3, 3)	()	3	0	major	minor	iii	iii, major	#vi		iii	iii	True	#vio6	#vio6, minor		#vio6, minor		#vi	3	7	7	7	3	3	True	True	False
12568.0	8.0	261.833	61	7	C	1.0	2	4	1.0	1.0	1/24	True	3	86.0	131.0	85.0	85a	4	1571/6	False	False				False	245		#vio6		A	iii		#vio6		#vi	o	6			o	False	True	(0, -3, 3)	()	3	0	major	minor	iii	iii, major	#vi		iii	iii	True	#vio6	#vio6, minor		#vio6, minor		#vi	3	7	7	4	0	0	True	False	True
12576.0	24.0	262.0	51	9	D	1.0	2	4	2.0	1.0	1/8	True	3	87.0	132.0	86.0	86a	3	262	False	True				False	246		#viio6		A	iii		#viio6		#vii	o	6			o	False	True	(2, -1, 5)	()	5	2	major	minor	iii	iii, major	#vii		iii	iii	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	7	7	6	2	2	True	False	True
12584.0	8.0	262.167	72	12	B	1.0	2	4	1.0	1.0	1/24	True	3	87.0	132.0	86.0	86a	4	1573/6	False	False				False	246		#viio6		A	iii		#viio6		#vii	o	6			o	False	True	(2, -1, 5)	()	5	2	major	minor	iii	iii, major	#vii		iii	iii	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	7	7	9	5	5	True	True	False
12592.0	8.0	262.333	63	9	D	1.0	2	4	1.0	1.0	1/24	True	3	87.0	132.0	86.0	86a	4	787/3	False	False				False	246		#viio6		A	iii		#viio6		#vii	o	6			o	False	True	(2, -1, 5)	()	5	2	major	minor	iii	iii, major	#vii		iii	iii	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	7	7	6	2	2	True	False	True
12600.0	24.0	262.5	49	7	C	1.0	2	4	2.0	1.0	1/8	True	3	87.0	132.0	86.0	86a	3	525/2	False	True				False	247		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	4	0	0	True	True	True
12608.0	8.0	262.667	73	7	C	1.0	2	4	1.0	1.0	1/24	True	3	87.0	132.0	86.0	86a	5	788/3	False	False				False	247		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	4	0	0	True	True	True
12616.0	8.0	262.833	64	4	E	0.0	2	4	1.0	1.0	1/24	True	3	87.0	132.0	86.0	86a	4	1577/6	False	False				False	247		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	1	-3	-3	True	False	False
12624.0	48.0	263.0	48	12	B	1.0	2	4	2.0	1.0	1/4	True	3	87.0	132.0	86.0	86a	2	263	False	True				False	248		#viio7		A	iii		#viio7		#vii	o	7			o7	False	True	(5, 2, -1, -4)	()	5	5	major	minor	iii	iii, major	#vii		iii	iii	True	#viio7	#viio7, minor		#viio7, minor		#vii	3	7	7	9	5	5	True	True	True
12632.0	8.0	263.167	75	9	D	1.0	2	4	1.0	1.0	1/24	True	3	87.0	132.0	86.0	86a	5	1579/6	False	False				False	248		#viio7		A	iii		#viio7		#vii	o	7			o7	False	True	(5, 2, -1, -4)	()	5	5	major	minor	iii	iii, major	#vii		iii	iii	True	#viio7	#viio7, minor		#viio7, minor		#vii	3	7	7	6	2	2	True	False	False
12640.0	8.0	263.333	66	6	F	1.0	2	4	1.0	1.0	1/24	True	3	87.0	132.0	86.0	86a	4	790/3	False	False				False	248		#viio7		A	iii		#viio7		#vii	o	7			o7	False	True	(5, 2, -1, -4)	()	5	5	major	minor	iii	iii, major	#vii		iii	iii	True	#viio7	#viio7, minor		#viio7, minor		#vii	3	7	7	3	-1	-1	True	False	False
12648.0	8.0	263.5	69	3	A	0.0	2	4	1.0	1.0	1/24	True	3	87.0	132.0	86.0	86a	4	527/2	False	False				False	248		#viio7		A	iii		#viio7		#vii	o	7			o7	False	True	(5, 2, -1, -4)	()	5	5	major	minor	iii	iii, major	#vii		iii	iii	True	#viio7	#viio7, minor		#viio7, minor		#vii	3	7	7	0	-4	-4	True	False	False
12656.0	8.0	263.667	68	8	G	1.0	2	4	1.0	1.0	1/24	True	3	87.0	132.0	86.0	86a	4	791/3	False	False				False	248		#viio7		A	iii		#viio7		#vii	o	7			o7	False	True	(5, 2, -1, -4)	()	5	5	major	minor	iii	iii, major	#vii		iii	iii	True	#viio7	#viio7, minor		#viio7, minor		#vii	3	7	7	5	1	1	False	False	False
12664.0	8.0	263.833	66	6	F	1.0	2	4	1.0	1.0	1/24	True	3	87.0	132.0	86.0	86a	4	1583/6	False	False				False	248		#viio7		A	iii		#viio7		#vii	o	7			o7	False	True	(5, 2, -1, -4)	()	5	5	major	minor	iii	iii, major	#vii		iii	iii	True	#viio7	#viio7, minor		#viio7, minor		#vii	3	7	7	3	-1	-1	True	False	False
12672.0	24.0	264.0	49	7	C	1.0	2	4	2.0	1.0	1/8	True	3	88.0	133.0	87.0	87a	3	264	False	True				False	249		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	4	0	0	True	True	True
12672.0	8.0	264.0	64	4	E	0.0	2	4	1.0	1.0	1/24	True	3	88.0	133.0	87.0	87a	4	264	False	True				False	249		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	1	-3	-3	True	False	False
12680.0	8.0	264.167	73	7	C	1.0	2	4	1.0	1.0	1/24	True	3	88.0	133.0	87.0	87a	5	1585/6	False	False				False	249		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	4	0	0	True	True	True
12688.0	8.0	264.333	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	88.0	133.0	87.0	87a	4	793/3	False	False				False	249		i		A	iii		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	iii	iii, major	i		iii	iii	True	i	i, minor		i, minor		i	3	7	7	2	-2	-2	False	False	False
12696.0	24.0	264.5	54	6	F	1.0	2	4	2.0	1.0	1/8	True	3	88.0	133.0	87.0	87a	3	529/2	False	True				False	250		iv		A	iii		iv		iv					m	False	True	(-1, -4, 0)	()	-1	-1	major	minor	iii	iii, major	iv		iii	iii	True	iv	iv, minor		iv, minor		iv	3	7	7	3	-1	-1	True	True	True
12696.0	8.0	264.5	69	3	A	0.0	2	4	1.0	1.0	1/24	True	3	88.0	133.0	87.0	87a	4	529/2	False	True				False	250		iv		A	iii		iv		iv					m	False	True	(-1, -4, 0)	()	-1	-1	major	minor	iii	iii, major	iv		iii	iii	True	iv	iv, minor		iv, minor		iv	3	7	7	0	-4	-4	True	False	False
12704.0	8.0	264.667	68	8	G	1.0	2	4	1.0	1.0	1/24	True	3	88.0	133.0	87.0	87a	4	794/3	False	False				False	250		iv		A	iii		iv		iv					m	False	True	(-1, -4, 0)	()	-1	-1	major	minor	iii	iii, major	iv		iii	iii	True	iv	iv, minor		iv, minor		iv	3	7	7	5	1	1	False	False	False
12712.0	8.0	264.833	66	6	F	1.0	2	4	1.0	1.0	1/24	True	3	88.0	133.0	87.0	87a	4	1589/6	False	False				False	250		iv		A	iii		iv		iv					m	False	True	(-1, -4, 0)	()	-1	-1	major	minor	iii	iii, major	iv		iii	iii	True	iv	iv, minor		iv, minor		iv	3	7	7	3	-1	-1	True	True	True
12720.0	24.0	265.0	56	8	G	1.0	2	4	2.0	1.0	1/8	True	3	88.0	133.0	87.0	87a	3	265	False	True				False	251		V(64)		A	iii		V(64)		V			64		M	False	True	(1, 0, -3)	()	1	1	major	minor	iii	iii, major	V		iii	iii	True	V	V, minor		V(64), minor		V	3	7	7	5	1	1	True	True	True
12720.0	24.0	265.0	64	4	E	0.0	2	4	1.0	1.0	1/8	True	3	88.0	133.0	87.0	87a	4	265	False	True				False	251		V(64)		A	iii		V(64)		V			64		M	False	True	(1, 0, -3)	()	1	1	major	minor	iii	iii, major	V		iii	iii	True	V	V, minor		V(64), minor		V	3	7	7	1	-3	-3	True	False	False
12744.0	24.0	265.5	44	8	G	1.0	2	4	2.0	1.0	1/8	True	3	88.0	133.0	87.0	87a	2	531/2	False	True				False	252		V		A	iii		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	iii	iii, major	V		iii	iii	True	V	V, minor		V, minor		V	3	7	7	5	1	1	True	True	True
12744.0	12.0	265.5	63	9	D	1.0	2	4	1.0	1.0	1/16	True	3	88.0	133.0	87.0	87a	4	531/2	False	True				False	252		V		A	iii		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	iii	iii, major	V		iii	iii	True	V	V, minor		V, minor		V	3	7	7	6	2	2	True	False	False
12756.0	12.0	265.75	61	7	C	1.0	2	4	1.0	1.0	1/16	True	3	88.0	133.0	87.0	87a	4	1063/4	False	False				False	252		V		A	iii		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	iii	iii, major	V		iii	iii	True	V	V, minor		V, minor		V	3	7	7	4	0	0	False	False	False
12768.0	48.0	266.0	71	5	B	0.0	2	4	1.0	1.0	1/4	True	3	89.0	134.0	88.0	88a	4	266	False	True	EC	EC		False	253		V(4)/vii|EC		A	iii		V(4)/vii		V			4	vii	M	False	True	(-1, -2, 0)	()	-1	-1	major	minor	iii	iii, major	V/vii	vii	vii/iii	ii	True	V/vii	V/vii, minor		V(4)/vii, minor	vii	vii	3	7	5	2	-2	0	True	False	False
12816.0	48.0	267.0	42	6	F	1.0	2	4	2.0	1.0	1/4	True	3	89.0	134.0	88.0	88a	2	267	False	True				False	254		V7/vii		A	iii		V7/vii		V		7		vii	Mm7	False	True	(-1, 3, 0, -3)	()	-1	-1	major	minor	iii	iii, major	V/vii	vii	vii/iii	ii	True	V7/vii	V7/vii, minor		V7/vii, minor	vii	vii	3	7	5	3	-1	1	True	True	True
12816.0	12.0	267.0	71	5	B	0.0	2	4	1.0	1.0	1/16	False	3	89.0	134.0	88.0	88a	4	267	False	True				False	254		V7/vii		A	iii		V7/vii		V		7		vii	Mm7	False	True	(-1, 3, 0, -3)	()	-1	-1	major	minor	iii	iii, major	V/vii	vii	vii/iii	ii	True	V7/vii	V7/vii, minor		V7/vii, minor	vii	vii	3	7	5	2	-2	0	False	False	False
