onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
240.0	8.0	5.0	74	2	D	0.0	2	4	1.0	1.0	1/24	True	3	3.0	3.0	3.0	3a	5	5	False	True				False	3		ii		A	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	3	3	3	-1	-1	-1	True	False	False
248.0	8.0	5.167	70	10	A	1.0	2	4	1.0	1.0	1/24	True	3	3.0	3.0	3.0	3a	4	31/6	False	False				False	3		ii		A	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	3	3	3	7	7	7	False	False	False
256.0	8.0	5.333	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	3.0	3.0	3.0	3a	4	16/3	False	False				False	3		ii		A	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	3	3	3	2	2	2	True	True	True
264.0	8.0	5.5	78	6	F	1.0	2	4	1.0	1.0	1/24	True	3	3.0	3.0	3.0	3a	5	11/2	False	False				False	3		ii		A	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	3	3	3	3	3	3	True	False	False
272.0	8.0	5.667	76	4	E	0.0	2	4	1.0	1.0	1/24	True	3	3.0	3.0	3.0	3a	5	17/3	False	False				False	3		ii		A	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	3	3	3	1	1	1	False	False	False
280.0	8.0	5.833	74	2	D	0.0	2	4	1.0	1.0	1/24	True	3	3.0	3.0	3.0	3a	5	35/6	False	False				False	3		ii		A	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	3	3	3	-1	-1	-1	True	False	False
288.0	8.0	6.0	73	7	C	1.0	2	4	1.0	1.0	1/24	True	3	4.0	4.0	4.0	4a	5	6	False	True				False	4		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
296.0	8.0	6.167	69	3	A	0.0	2	4	1.0	1.0	1/24	True	3	4.0	4.0	4.0	4a	4	37/6	False	False				False	4		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
304.0	8.0	6.333	76	4	E	0.0	2	4	1.0	1.0	1/24	True	3	4.0	4.0	4.0	4a	5	19/3	False	False				False	4		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
312.0	8.0	6.5	49	7	C	1.0	2	4	2.0	1.0	1/24	True	3	4.0	4.0	4.0	4a	3	13/2	False	True				False	5		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
312.0	24.0	6.5	64	4	E	0.0	2	4	1.0	1.0	1/8	True	3	4.0	4.0	4.0	4a	4	13/2	False	True				False	5		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
320.0	8.0	6.667	52	4	E	0.0	2	4	2.0	1.0	1/24	True	3	4.0	4.0	4.0	4a	3	20/3	False	False				False	5		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
328.0	8.0	6.833	57	3	A	0.0	2	4	2.0	1.0	1/24	True	3	4.0	4.0	4.0	4a	3	41/6	False	False				False	5		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
336.0	8.0	7.0	56	8	G	1.0	2	4	2.0	1.0	1/24	True	3	4.0	4.0	4.0	4a	3	7	False	True				False	6		V6		A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	5	5	5	True	False	True
344.0	8.0	7.167	59	5	B	0.0	2	4	2.0	1.0	1/24	True	3	4.0	4.0	4.0	4a	3	43/6	False	False				False	6		V6		A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	2	2	2	True	False	False
352.0	8.0	7.333	64	4	E	0.0	2	4	2.0	1.0	1/24	True	3	4.0	4.0	4.0	4a	4	22/3	False	False				False	6		V6		A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
360.0	24.0	7.5	52	4	E	0.0	2	4	2.0	1.0	1/8	True	3	4.0	4.0	4.0	4a	3	15/2	False	True				False	7		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	1	1	1	True	True	True
360.0	8.0	7.5	68	8	G	1.0	2	4	1.0	1.0	1/24	True	3	4.0	4.0	4.0	4a	4	15/2	False	True				False	7		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	5	5	5	True	False	False
368.0	8.0	7.667	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	4.0	4.0	4.0	4a	4	23/3	False	False				False	7		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	2	2	2	True	False	False
376.0	8.0	7.833	74	2	D	0.0	2	4	1.0	1.0	1/24	True	3	4.0	4.0	4.0	4a	5	47/6	False	False				False	7		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	-1	-1	-1	True	False	False
384.0	8.0	8.0	73	7	C	1.0	2	4	1.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	5	8	False	True				False	8		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
392.0	8.0	8.167	69	3	A	0.0	2	4	1.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	4	49/6	False	False				False	8		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
400.0	8.0	8.333	76	4	E	0.0	2	4	1.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	5	25/3	False	False				False	8		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
408.0	8.0	8.5	49	7	C	1.0	2	4	2.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	3	17/2	False	True				False	9		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
408.0	24.0	8.5	64	4	E	0.0	2	4	1.0	1.0	1/8	True	3	5.0	5.0	5.0	5a	4	17/2	False	True				False	9		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
416.0	8.0	8.667	52	4	E	0.0	2	4	2.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	3	26/3	False	False				False	9		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
424.0	8.0	8.833	57	3	A	0.0	2	4	2.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	3	53/6	False	False				False	9		I6		A	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
432.0	8.0	9.0	56	8	G	1.0	2	4	2.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	3	9	False	True				False	10		V6		A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	5	5	5	True	False	True
440.0	8.0	9.167	59	5	B	0.0	2	4	2.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	3	55/6	False	False				False	10		V6		A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	2	2	2	True	False	False
448.0	8.0	9.333	64	4	E	0.0	2	4	2.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	4	28/3	False	False				False	10		V6		A	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
456.0	8.0	9.5	52	4	E	0.0	2	4	2.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	3	19/2	False	True				False	11		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	1	1	1	True	True	True
456.0	8.0	9.5	68	8	G	1.0	2	4	1.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	4	19/2	False	True				False	11		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	5	5	5	True	False	False
464.0	8.0	9.667	56	8	G	1.0	2	4	2.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	3	29/3	False	False				False	11		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	5	5	5	True	False	False
464.0	8.0	9.667	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	4	29/3	False	False				False	11		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	2	2	2	True	False	False
472.0	8.0	9.833	59	5	B	0.0	2	4	2.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	3	59/6	False	False				False	11		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	2	2	2	True	False	False
472.0	8.0	9.833	74	2	D	0.0	2	4	1.0	1.0	1/24	True	3	5.0	5.0	5.0	5a	5	59/6	False	False				False	11		V7		A	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	-1	-1	-1	True	False	False
480.0	8.0	10.0	57	3	A	0.0	2	4	2.0	1.0	1/24	True	3	6.0	6.0	6.0	6a	3	10	False	True				False	12		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
480.0	8.0	10.0	73	7	C	1.0	2	4	1.0	1.0	1/24	True	3	6.0	6.0	6.0	6a	5	10	False	True				False	12		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
488.0	8.0	10.167	59	5	B	0.0	2	4	2.0	1.0	1/24	True	3	6.0	6.0	6.0	6a	3	61/6	False	False				False	12		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	2	2	2	False	False	False
488.0	8.0	10.167	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	6.0	6.0	6.0	6a	4	61/6	False	False				False	12		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	2	2	2	False	False	False
496.0	8.0	10.333	61	7	C	1.0	2	4	2.0	1.0	1/24	True	3	6.0	6.0	6.0	6a	4	31/3	False	False				False	12		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
496.0	8.0	10.333	69	3	A	0.0	2	4	1.0	1.0	1/24	True	3	6.0	6.0	6.0	6a	4	31/3	False	False				False	12		I		A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
504.0	24.0	10.5	62	2	D	0.0	2	4	2.0	1.0	1/8	True	3	6.0	6.0	6.0	6a	4	21/2	False	True				False	13		IV		A	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	3	3	3	-1	-1	-1	True	True	True
504.0	24.0	10.5	78	6	F	1.0	2	4	1.0	1.0	1/8	True	3	6.0	6.0	6.0	6a	5	21/2	False	True				False	13		IV		A	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	3	3	3	3	3	3	True	False	False
