onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
21	2	69	3	A	0	12	8	1	1	True	4.0	0	2	2	2	2a	21/2	1/4	False	4	False				False	6		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
23	1	74	2	D	0	12	8	1	1	True	4.667	0	2	2	2	2a	23/2	1/8	False	5	True				False	7		iv		a	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	3	3	3	-1	-1	-1	True	True	True
23	1	77	-1	F	0	12	8	1	1	True	4.667	0	2	2	2	2a	23/2	1/8	False	5	True				False	7		iv		a	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	3	3	3	-4	-4	-4	True	False	False
24	1	69	3	A	0	12	8	2	1	True	1.0	0	3	3	3	3a	12	1/8	False	4	True			{	False	8		i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
24	3	72	0	C	0	12	8	1	1	True	1.0	0	3	3	3	3a	12	3/8	False	5	True			{	False	8		i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	-3	-3	-3	True	False	False
24	3	76	4	E	0	12	8	1	1	True	1.0	0	3	3	3	3a	12	3/8	False	5	True			{	False	8		i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	1	1	1	True	False	False
25	1	64	4	E	0	12	8	2	1	True	1.333	0	3	3	3	3a	25/2	1/8	False	4	False				False	8		i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	1	1	1	True	False	False
26	1	60	0	C	0	12	8	2	1	True	1.667	0	3	3	3	3a	13	1/8	False	4	False				False	8		i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	-3	-3	-3	True	False	False
27	1	57	3	A	0	12	8	2	1	True	2.0	0	3	3	3	3a	27/2	1/8	False	3	False				False	8		i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
27	2	72	0	C	0	12	8	1	1	False	2.0	0	3	3	3	3a	27/2	1/4	False	5	False				False	8		i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	-3	-3	-3	True	False	False
27	2	76	4	E	0	12	8	1	1	False	2.0	0	3	3	3	3a	27/2	1/4	False	5	False				False	8		i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	1	1	1	True	False	False
28	1	59	5	B	0	12	8	2	1	True	2.333	0	3	3	3	3a	14	1/8	False	3	True				False	9		#viio6		a	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	3	3	2	2	2	True	False	True
29	1	68	8	G	1	12	8	2	1	True	2.667	0	3	3	3	3a	29/2	1/8	False	4	False				False	9		#viio6		a	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	3	3	5	5	5	True	True	False
29	1	71	5	B	0	12	8	1	1	True	2.667	0	3	3	3	3a	29/2	1/8	False	4	False				False	9		#viio6		a	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	3	3	2	2	2	True	False	True
29	1	74	2	D	0	12	8	1	1	True	2.667	0	3	3	3	3a	29/2	1/8	False	5	False				False	9		#viio6		a	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	3	3	-1	-1	-1	True	False	False
30	1	69	3	A	0	12	8	2	1	True	3.0	0	3	3	3	3a	15	1/8	False	4	True				False	10		i(^4^2)		a	i		i(^4^2)	i			^4^2		m	True	True	(0, 2, -1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(^4^2), minor		i	3	3	3	0	0	0	True	True	True
30	3	71	5	B	0	12	8	1	1	True	3.0	0	3	3	3	3a	15	3/8	False	4	True				False	10		i(^4^2)		a	i		i(^4^2)	i			^4^2		m	True	True	(0, 2, -1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(^4^2), minor		i	3	3	3	2	2	2	True	False	False
30	3	74	2	D	0	12	8	1	1	True	3.0	0	3	3	3	3a	15	3/8	False	5	True				False	10		i(^4^2)		a	i		i(^4^2)	i			^4^2		m	True	True	(0, 2, -1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(^4^2), minor		i	3	3	3	-1	-1	-1	True	False	False
31	1	64	4	E	0	12	8	2	1	True	3.333	0	3	3	3	3a	31/2	1/8	False	4	False				False	10		i(^4^2)		a	i		i(^4^2)	i			^4^2		m	True	True	(0, 2, -1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(^4^2), minor		i	3	3	3	1	1	1	False	False	False
32	1	60	0	C	0	12	8	2	1	True	3.667	0	3	3	3	3a	16	1/8	False	4	False				False	10		i(^4^2)		a	i		i(^4^2)	i			^4^2		m	True	True	(0, 2, -1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(^4^2), minor		i	3	3	3	-3	-3	-3	False	False	False
33	1	57	3	A	0	12	8	2	1	True	4.0	0	3	3	3	3a	33/2	1/8	False	3	True				False	11		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
33	2	72	0	C	0	12	8	1	1	True	4.0	0	3	3	3	3a	33/2	1/4	False	5	True				False	11		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	-3	-3	-3	True	False	False
33	2	76	4	E	0	12	8	1	1	True	4.0	0	3	3	3	3a	33/2	1/4	False	5	True				False	11		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	1	1	1	True	False	False
34	1	59	5	B	0	12	8	2	1	True	4.333	0	3	3	3	3a	17	1/8	False	3	True				False	12		#viio6		a	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	3	3	2	2	2	True	False	True
35	1	68	8	G	1	12	8	2	1	True	4.667	0	3	3	3	3a	35/2	1/8	False	4	False				False	12		#viio6		a	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	3	3	5	5	5	True	True	False
35	1	71	5	B	0	12	8	1	1	True	4.667	0	3	3	3	3a	35/2	1/8	False	4	False				False	12		#viio6		a	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	3	3	2	2	2	True	False	True
35	1	74	2	D	0	12	8	1	1	True	4.667	0	3	3	3	3a	35/2	1/8	False	5	False				False	12		#viio6		a	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	3	3	-1	-1	-1	True	False	False
36	1	69	3	A	0	12	8	2	1	True	1.0	0	4	4	4	4a	18	1/8	False	4	True				False	13		i(^4^2)		a	i		i(^4^2)	i			^4^2		m	True	True	(0, 2, -1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(^4^2), minor		i	3	3	3	0	0	0	True	True	True
36	3	71	5	B	0	12	8	1	1	True	1.0	0	4	4	4	4a	18	3/8	False	4	True				False	13		i(^4^2)		a	i		i(^4^2)	i			^4^2		m	True	True	(0, 2, -1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(^4^2), minor		i	3	3	3	2	2	2	True	False	False
36	3	74	2	D	0	12	8	1	1	True	1.0	0	4	4	4	4a	18	3/8	False	5	True				False	13		i(^4^2)		a	i		i(^4^2)	i			^4^2		m	True	True	(0, 2, -1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(^4^2), minor		i	3	3	3	-1	-1	-1	True	False	False
37	1	64	4	E	0	12	8	2	1	True	1.333	0	4	4	4	4a	37/2	1/8	False	4	False				False	13		i(^4^2)		a	i		i(^4^2)	i			^4^2		m	True	True	(0, 2, -1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(^4^2), minor		i	3	3	3	1	1	1	False	False	False
38	1	60	0	C	0	12	8	2	1	True	1.667	0	4	4	4	4a	19	1/8	False	4	False				False	13		i(^4^2)		a	i		i(^4^2)	i			^4^2		m	True	True	(0, 2, -1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(^4^2), minor		i	3	3	3	-3	-3	-3	False	False	False
39	1	57	3	A	0	12	8	2	1	True	2.0	0	4	4	4	4a	39/2	1/8	False	3	True				False	14		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
39	2	72	0	C	0	12	8	1	1	True	2.0	0	4	4	4	4a	39/2	1/4	False	5	True				False	14		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	-3	-3	-3	True	False	False
39	2	76	4	E	0	12	8	1	1	True	2.0	0	4	4	4	4a	39/2	1/4	False	5	True				False	14		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	1	1	1	True	False	False
40	1	59	5	B	0	12	8	2	1	True	2.333	0	4	4	4	4a	20	1/8	False	3	True				False	15		#viio6		a	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	3	3	2	2	2	True	False	True
41	1	68	8	G	1	12	8	2	1	True	2.667	0	4	4	4	4a	41/2	1/8	False	4	False				False	15		#viio6		a	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	3	3	5	5	5	True	True	False
41	1	71	5	B	0	12	8	1	1	True	2.667	0	4	4	4	4a	41/2	1/8	False	4	False				False	15		#viio6		a	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	3	3	2	2	2	True	False	True
41	1	74	2	D	0	12	8	1	1	True	2.667	0	4	4	4	4a	41/2	1/8	False	5	False				False	15		#viio6		a	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	3	3	-1	-1	-1	True	False	False
42	3	69	3	A	0	12	8	2	1	True	3.0	0	4	4	4	4a	21	3/8	False	4	True	IAC	IAC	}	True	16		i|IAC}		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
42	2	72	0	C	0	12	8	1	1	True	3.0	0	4	4	4	4a	21	1/4	False	5	True	IAC	IAC	}	True	16		i|IAC}		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	-3	-3	-3	True	False	False
44	1	71	5	B	0	12	8	1	1	True	3.667	0	4	4	4	4a	22	1/8	False	4	False				False	16		i|IAC}		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	2	2	2	False	False	False
45	3	57	3	A	0	12	8	2	1	True	4.0	0	4	4	4	4a	45/2	3/8	False	3	False				False	16		i|IAC}		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
45	3	69	3	A	0	12	8	1	1	True	4.0	0	4	4	4	4a	45/2	3/8	False	4	False				False	16		i|IAC}		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
48	3	69	3	A	0	12	8	2	1	True	1.0	0	5	5	5	5a	24	3/8	False	4	False			{	False	17		{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	3	3	3	0	0	0	True	True	True
48	3	72	0	C	0	12	8	2	1	True	1.0	0	5	5	5	5a	24	3/8	False	5	False			{	False	17		{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	3	3	3	-3	-3	-3	True	False	False
48	1	80	8	G	1	12	8	1	1	True	1.0	0	5	5	5	5a	24	1/8	False	5	False			{	False	17		{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	3	3	3	5	5	5	False	False	False
49	1	81	3	A	0	12	8	1	1	True	1.333	0	5	5	5	5a	49/2	1/8	False	5	False				False	17		{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	3	3	3	0	0	0	True	True	True
50	1	79	1	G	0	12	8	1	1	True	1.667	0	5	5	5	5a	25	1/8	False	5	False				False	17		{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	3	3	3	-2	-2	-2	False	False	False
51	3	69	3	A	0	12	8	2	1	True	2.0	0	5	5	5	5a	51/2	3/8	False	4	True				False	18		VI6		a	i		VI6	VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor		VI6, minor		VI	3	3	3	0	0	0	True	False	True
51	3	72	0	C	0	12	8	2	1	True	2.0	0	5	5	5	5a	51/2	3/8	False	5	True				False	18		VI6		a	i		VI6	VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor		VI6, minor		VI	3	3	3	-3	-3	-3	True	False	False
51	1	77	-1	F	0	12	8	1	1	True	2.0	0	5	5	5	5a	51/2	1/8	False	5	True				False	18		VI6		a	i		VI6	VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor		VI6, minor		VI	3	3	3	-4	-4	-4	True	True	False
52	1	76	4	E	0	12	8	1	1	True	2.333	0	5	5	5	5a	26	1/8	False	5	False				False	18		VI6		a	i		VI6	VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor		VI6, minor		VI	3	3	3	1	1	1	False	False	False
53	1	75	9	D	1	12	8	1	1	True	2.667	0	5	5	5	5a	53/2	1/8	False	5	False				False	18		VI6		a	i		VI6	VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor		VI6, minor		VI	3	3	3	6	6	6	False	False	False
54	3	67	1	G	0	12	8	2	1	True	3.0	0	5	5	5	5a	27	3/8	False	4	True				False	19		v6(2)		a	i		v6(2)	v		6	2		m	True	True	(-2, 2, -4)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6(2), minor		v	3	3	3	-2	-2	-2	True	False	True
54	3	71	5	B	0	12	8	2	1	True	3.0	0	5	5	5	5a	27	3/8	False	4	True				False	19		v6(2)		a	i		v6(2)	v		6	2		m	True	True	(-2, 2, -4)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6(2), minor		v	3	3	3	2	2	2	True	False	False
54	1	78	6	F	1	12	8	1	1	True	3.0	0	5	5	5	5a	27	1/8	False	5	True				False	19		v6(2)		a	i		v6(2)	v		6	2		m	True	True	(-2, 2, -4)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6(2), minor		v	3	3	3	3	3	3	False	False	False
55	1	79	1	G	0	12	8	1	1	True	3.333	0	5	5	5	5a	55/2	1/8	False	5	False				False	19		v6(2)		a	i		v6(2)	v		6	2		m	True	True	(-2, 2, -4)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6(2), minor		v	3	3	3	-2	-2	-2	True	False	True
56	1	77	-1	F	0	12	8	1	1	True	3.667	0	5	5	5	5a	28	1/8	False	5	False				False	19		v6(2)		a	i		v6(2)	v		6	2		m	True	True	(-2, 2, -4)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6(2), minor		v	3	3	3	-4	-4	-4	True	False	False
57	3	67	1	G	0	12	8	2	1	True	4.0	0	5	5	5	5a	57/2	3/8	False	4	True				False	20		v6		a	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	3	3	3	-2	-2	-2	True	False	True
57	3	71	5	B	0	12	8	2	1	True	4.0	0	5	5	5	5a	57/2	3/8	False	4	True				False	20		v6		a	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	3	3	3	2	2	2	True	False	False
57	1	76	4	E	0	12	8	1	1	True	4.0	0	5	5	5	5a	57/2	1/8	False	5	True				False	20		v6		a	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	3	3	3	1	1	1	True	True	False
58	1	74	2	D	0	12	8	1	1	True	4.333	0	5	5	5	5a	29	1/8	False	5	False				False	20		v6		a	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	3	3	3	-1	-1	-1	False	False	False
59	1	73	7	C	1	12	8	1	1	True	4.667	0	5	5	5	5a	59/2	1/8	False	5	False				False	20		v6		a	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	3	3	3	4	4	4	False	False	False
60	3	65	-1	F	0	12	8	2	1	True	1.0	0	6	6	6	6a	30	3/8	False	4	True				False	21		iv6(2)		a	i		iv6(2)	iv		6	2		m	True	True	(-4, 0, 1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6(2), minor		iv	3	3	3	-4	-4	-4	True	False	True
60	3	69	3	A	0	12	8	2	1	True	1.0	0	6	6	6	6a	30	3/8	False	4	True				False	21		iv6(2)		a	i		iv6(2)	iv		6	2		m	True	True	(-4, 0, 1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6(2), minor		iv	3	3	3	0	0	0	True	False	False
