onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
360	36	64	4	E	0	9	16	1	2	True	1.0	0	5	4	5	4a	15/2	3/16	False	4	True				False	8		V(64)		C	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	0	0	0	4	4	4	True	False	False
360	36	72	0	C	0	9	16	1	1	True	1.0	0	5	4	5	4a	15/2	3/16	False	5	True				False	8		V(64)		C	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	0	0	0	0	0	0	True	False	False
396	36	43	1	G	0	9	16	2	1	True	2.0	0	5	4	5	4a	33/4	3/16	False	2	True				False	9		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
396	36	62	2	D	0	9	16	1	2	True	2.0	0	5	4	5	4a	33/4	3/16	False	4	True				False	9		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	2	2	2	True	False	False
396	36	71	5	B	0	9	16	1	1	True	2.0	0	5	4	5	4a	33/4	3/16	False	4	True				False	9		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	5	5	5	True	False	False
432	24	31	1	G	0	9	16	2	1	False	3.0	0	5	4	5	4a	9	1/8	False	1	False				False	9		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
432	24	43	1	G	0	9	16	2	1	True	3.0	0	5	4	5	4a	9	1/8	False	2	False				False	9		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
432	36	62	2	D	0	9	16	1	2	True	3.0	0	5	4	5	4a	9	3/16	False	4	False				False	9		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	2	2	2	True	False	False
432	36	67	1	G	0	9	16	1	1	True	3.0	0	5	4	5	4a	9	3/16	False	4	False				False	9		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
432	36	71	5	B	0	9	16	1	1	True	3.0	0	5	4	5	4a	9	3/16	False	4	False				False	9		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	5	5	5	True	False	False
456	12	29	-1	F	0	9	16	2	1	True	3.667	0	5	4	5	4a	19/2	1/16	False	1	True				False	10		V2		C	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	0	0	0	-1	-1	-1	True	False	True
456	12	41	-1	F	0	9	16	2	1	True	3.667	0	5	4	5	4a	19/2	1/16	False	2	True				False	10		V2		C	I		V2		V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	0	0	0	-1	-1	-1	True	False	True
468	72	28	4	E	0	9	16	2	1	True	1.0	0	6	5	6	5a	39/4	3/8	False	1	True				False	11		I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
468	72	40	4	E	0	9	16	2	1	True	1.0	0	6	5	6	5a	39/4	3/8	False	2	True				False	11		I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
468	72	67	1	G	0	9	16	1	2	True	1.0	0	6	5	6	5a	39/4	3/8	False	4	True				False	11		I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	1	1	1	True	False	False
468	36	72	0	C	0	9	16	1	1	True	1.0	0	6	5	6	5a	39/4	3/16	False	5	True				False	11		I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	0	0	0	True	True	False
504	36	76	4	E	0	9	16	1	1	True	2.0	0	6	5	6	5a	21/2	3/16	False	5	False				False	11		I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
540	36	28	4	E	0	9	16	2	1	True	3.0	0	6	5	6	5a	45/4	3/16	False	1	False				False	11		I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
540	36	40	4	E	0	9	16	2	1	True	3.0	0	6	5	6	5a	45/4	3/16	False	2	False				False	11		I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
540	36	67	1	G	0	9	16	1	2	True	3.0	0	6	5	6	5a	45/4	3/16	False	4	False				False	11		I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	1	1	1	True	False	False
540	36	79	1	G	0	9	16	1	1	True	3.0	0	6	5	6	5a	45/4	3/16	False	5	False				False	11		I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	1	1	1	True	False	False
576	72	26	2	D	0	9	16	2	1	True	1.0	0	7	6	7	6a	12	3/8	False	1	True				False	12		ii(4)		C	I		ii(4)		ii			4		m	False	False	(2, 1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii(4), major		ii	0	0	0	2	2	2	True	True	True
576	72	38	2	D	0	9	16	2	1	True	1.0	0	7	6	7	6a	12	3/8	False	2	True				False	12		ii(4)		C	I		ii(4)		ii			4		m	False	False	(2, 1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii(4), major		ii	0	0	0	2	2	2	True	True	True
576	72	69	3	A	0	9	16	1	2	True	1.0	0	7	6	7	6a	12	3/8	False	4	True				False	12		ii(4)		C	I		ii(4)		ii			4		m	False	False	(2, 1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii(4), major		ii	0	0	0	3	3	3	True	False	False
576	36	79	1	G	0	9	16	1	1	True	1.0	0	7	6	7	6a	12	3/16	False	5	True				False	12		ii(4)		C	I		ii(4)		ii			4		m	False	False	(2, 1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii(4), major		ii	0	0	0	1	1	1	True	False	False
612	36	77	-1	F	0	9	16	1	1	True	2.0	0	7	6	7	6a	51/4	3/16	False	5	True				False	13		ii		C	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	0	0	0	-1	-1	-1	True	False	False
648	24	29	-1	F	0	9	16	2	1	True	3.0	0	7	6	7	6a	27/2	1/8	False	1	True				False	14		ii6		C	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	-1	-1	-1	True	False	True
648	24	41	-1	F	0	9	16	2	1	True	3.0	0	7	6	7	6a	27/2	1/8	False	2	True				False	14		ii6		C	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	-1	-1	-1	True	False	True
648	24	69	3	A	0	9	16	1	2	True	3.0	0	7	6	7	6a	27/2	1/8	False	4	True				False	14		ii6		C	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	3	3	3	True	False	False
648	24	74	2	D	0	9	16	1	1	True	3.0	0	7	6	7	6a	27/2	1/8	False	5	True				False	14		ii6		C	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	0	0	0	2	2	2	True	True	False
672	12	30	6	F	1	9	16	2	1	True	3.667	0	7	6	7	6a	14	1/16	False	1	True				False	15		V65/V		C	I		V65/V		V		65		V	Mm7	False	False	(6, 3, 0, 2)	()	2	6	major	major	I	I, major	V/V	V	V/I	V	False	V65/V	V65/V, major		V65/V, major	V	V	0	0	1	6	6	5	True	False	True
672	12	42	6	F	1	9	16	2	1	True	3.667	0	7	6	7	6a	14	1/16	False	2	True				False	15		V65/V		C	I		V65/V		V		65		V	Mm7	False	False	(6, 3, 0, 2)	()	2	6	major	major	I	I, major	V/V	V	V/I	V	False	V65/V	V65/V, major		V65/V, major	V	V	0	0	1	6	6	5	True	False	True
672	12	62	2	D	0	9	16	1	2	True	3.667	0	7	6	7	6a	14	1/16	False	4	True				False	15		V65/V		C	I		V65/V		V		65		V	Mm7	False	False	(6, 3, 0, 2)	()	2	6	major	major	I	I, major	V/V	V	V/I	V	False	V65/V	V65/V, major		V65/V, major	V	V	0	0	1	2	2	1	True	True	False
672	12	69	3	A	0	9	16	1	1	True	3.667	0	7	6	7	6a	14	1/16	False	4	True				False	15		V65/V		C	I		V65/V		V		65		V	Mm7	False	False	(6, 3, 0, 2)	()	2	6	major	major	I	I, major	V/V	V	V/I	V	False	V65/V	V65/V, major		V65/V, major	V	V	0	0	1	3	3	2	True	False	False
672	12	72	0	C	0	9	16	1	1	True	3.667	0	7	6	7	6a	14	1/16	False	5	True				False	15		V65/V		C	I		V65/V		V		65		V	Mm7	False	False	(6, 3, 0, 2)	()	2	6	major	major	I	I, major	V/V	V	V/I	V	False	V65/V	V65/V, major		V65/V, major	V	V	0	0	1	0	0	-1	True	False	False
684	72	31	1	G	0	9	16	2	2	True	1.0	0	8	7	8	7a	57/4	3/8	False	1	True				False	16		V[V		C	I	V	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	0	0	0	1	1	1	True	True	True
684	36	43	1	G	0	9	16	2	1	True	1.0	0	8	7	8	7a	57/4	3/16	False	2	True				False	16		V[V		C	I	V	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	0	0	0	1	1	1	True	True	True
684	36	62	2	D	0	9	16	1	2	True	1.0	0	8	7	8	7a	57/4	3/16	False	4	True				False	16		V[V		C	I	V	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	0	0	0	2	2	2	True	False	False
684	36	67	1	G	0	9	16	1	1	True	1.0	0	8	7	8	7a	57/4	3/16	False	4	True				False	16		V[V		C	I	V	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	0	0	0	1	1	1	True	True	True
684	36	71	5	B	0	9	16	1	1	True	1.0	0	8	7	8	7a	57/4	3/16	False	4	True				False	16		V[V		C	I	V	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	0	0	0	5	5	5	True	False	False
720	36	45	3	A	0	9	16	2	1	True	2.0	0	8	7	8	7a	15	3/16	False	2	True				False	17		vi7		C	I	V	vi7		vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major	V	vi7, major		vi	0	0	0	3	3	3	True	True	True
720	36	60	0	C	0	9	16	1	2	True	2.0	0	8	7	8	7a	15	3/16	False	4	True				False	17		vi7		C	I	V	vi7		vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major	V	vi7, major		vi	0	0	0	0	0	0	True	False	False
720	36	67	1	G	0	9	16	1	1	True	2.0	0	8	7	8	7a	15	3/16	False	4	True				False	17		vi7		C	I	V	vi7		vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major	V	vi7, major		vi	0	0	0	1	1	1	True	False	False
720	36	72	0	C	0	9	16	1	1	True	2.0	0	8	7	8	7a	15	3/16	False	5	True				False	17		vi7		C	I	V	vi7		vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major	V	vi7, major		vi	0	0	0	0	0	0	True	False	False
756	24	47	5	B	0	9	16	2	1	True	3.0	0	8	7	8	7a	63/4	1/8	False	2	False				False	18		V6]		C	I	V	V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major	V	V6, major		V	0	0	0	5	5	5	True	False	True
756	24	62	2	D	0	9	16	1	2	True	3.0	0	8	7	8	7a	63/4	1/8	False	4	False				False	18		V6]		C	I	V	V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major	V	V6, major		V	0	0	0	2	2	2	True	False	False
756	24	67	1	G	0	9	16	1	1	True	3.0	0	8	7	8	7a	63/4	1/8	False	4	False				False	18		V6]		C	I	V	V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major	V	V6, major		V	0	0	0	1	1	1	True	True	False
756	24	74	2	D	0	9	16	1	1	True	3.0	0	8	7	8	7a	63/4	1/8	False	5	False				False	18		V6]		C	I	V	V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major	V	V6, major		V	0	0	0	2	2	2	True	False	False
780	12	47	5	B	0	9	16	2	1	True	3.667	0	8	7	8	7a	65/4	1/16	False	2	False				False	18		V6]		C	I	V	V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major	V	V6, major		V	0	0	0	5	5	5	True	False	True
