onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
50400	10080	5.0	52	4	E	0	2.0	2	4	4	2	1	1/4	True	-1	2	2	2	2a	3	5	False	False				False	0	D.bV.V(#4){		D	bV		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(#4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	2	8	8	False	False	False
60480	0	6.0	27	-3	E	-1	3.0	3	4	4	2	1	0	True	-1	2	2	2	2a	1	6	False	False				False	0	D.bV.V(#4){		D	bV		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(#4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	True	True
60480	10080	6.0	33	3	A	0	3.0	3	4	4	2	1	1/4	True	-1	2	2	2	2a	1	6	False	False				False	0	D.bV.V(#4){		D	bV		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(#4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	1	7	7	True	False	False
60480	10080	6.0	39	-3	E	-1	3.0	3	4	4	2	1	1/4	True	-1	2	2	2	2a	2	6	False	False				False	0	D.bV.V(#4){		D	bV		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(#4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	True	True
60480	10080	6.0	45	3	A	0	3.0	3	4	4	2	1	1/4	True	-1	2	2	2	2a	2	6	False	False				False	0	D.bV.V(#4){		D	bV		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(#4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	1	7	7	True	False	False
70560	10080	7.0	27	-3	E	-1	4.0	4	4	4	2	1	1/4	True	-1	2	2	2	2a	1	7	False	False				False	0	D.bV.V(#4){		D	bV		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(#4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	True	True
70560	10080	7.0	39	-3	E	-1	4.0	4	4	4	2	1	1/4	True	-1	2	2	2	2a	2	7	False	False				False	0	D.bV.V(#4){		D	bV		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(#4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	True	True
80640	40320	8.0	28	4	E	0	1.0	1	4	4	2	2	1	True	-1	3	3	3	3a	1	8	False	False				False	0	D.bV.V(#4){		D	bV		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(#4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	2	8	8	False	False	False
80640	40320	8.0	40	4	E	0	1.0	1	4	4	2	2	1	True	-1	3	3	3	3a	2	8	False	False				False	0	D.bV.V(#4){		D	bV		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(#4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	2	8	8	False	False	False
100800	20160	10.0	45	3	A	0	3.0	3	4	4	2	1	1/2	True	-1	3	3	3	3a	2	10	False	True				False	1	V(6#4#2)		D	bV		V(6#4#2)		V			6#4#2		M	False	False	(1, 10, 7, 4)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(6#4#2), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	1	7	7	True	False	False
100800	20160	10.0	48	0	C	0	3.0	3	4	4	2	1	1/2	True	-1	3	3	3	3a	3	10	False	True				False	1	V(6#4#2)		D	bV		V(6#4#2)		V			6#4#2		M	False	False	(1, 10, 7, 4)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(6#4#2), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-2	4	4	True	False	False
100800	20160	10.0	54	6	F	1	3.0	3	4	4	2	1	1/2	True	-1	3	3	3	3a	3	10	False	True				False	1	V(6#4#2)		D	bV		V(6#4#2)		V			6#4#2		M	False	False	(1, 10, 7, 4)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(6#4#2), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	4	10	10	True	False	False
120960	40320	12.0	28	4	E	0	1.0	1	4	4	2	2	1	False	-1	4	4	4	4a	1	12	False	True				False	2	V7		D	bV		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V7	V7, major		V7, major		V	V7	5		2	-4	-4	3	3	A	A	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	2	8	8	False	False	False
120960	40320	12.0	40	4	E	0	1.0	1	4	4	2	2	1	False	-1	4	4	4	4a	2	12	False	True				False	2	V7		D	bV		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V7	V7, major		V7, major		V	V7	5		2	-4	-4	3	3	A	A	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	2	8	8	False	False	False
120960	20160	12.0	46	-2	B	-1	1.0	1	4	4	2	1	1/2	True	-1	4	4	4	4a	2	12	False	True				False	2	V7		D	bV		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V7	V7, major		V7, major		V	V7	5		2	-4	-4	3	3	A	A	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	-4	2	2	True	False	False
120960	20160	12.0	49	-5	D	-1	1.0	1	4	4	2	1	1/2	True	-1	4	4	4	4a	3	12	False	True				False	2	V7		D	bV		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V7	V7, major		V7, major		V	V7	5		2	-4	-4	3	3	A	A	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	-7	-1	-1	True	False	False
120960	20160	12.0	55	1	G	0	1.0	1	4	4	2	1	1/2	True	-1	4	4	4	4a	3	12	False	True				False	2	V7		D	bV		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V7	V7, major		V7, major		V	V7	5		2	-4	-4	3	3	A	A	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	-1	5	5	True	False	False
141120	20160	14.0	47	-7	C	-1	3.0	3	4	4	2	1	1/2	True	-1	4	4	4	4a	3	14	False	True				False	3	V(b64)		D	bV		V(b64)		V			b64		M	False	False	(1, 0, -3)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(b64), major		V	Cad	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-9	-3	-3	True	False	False
141120	20160	14.0	51	-3	E	-1	3.0	3	4	4	2	1	1/2	True	-1	4	4	4	4a	3	14	False	True				False	3	V(b64)		D	bV		V(b64)		V			b64		M	False	False	(1, 0, -3)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(b64), major		V	Cad	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	True	True
141120	20160	14.0	56	-4	A	-1	3.0	3	4	4	2	1	1/2	True	-1	4	4	4	4a	3	14	False	True				False	3	V(b64)		D	bV		V(b64)		V			b64		M	False	False	(1, 0, -3)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(b64), major		V	Cad	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-6	0	0	True	False	False
161280	10080	16.0	28	4	E	0	1.0	1	4	4	2	1	1/4	False	-1	5	5	5	5a	1	16	False	True				False	4	V(4)		D	bV		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	2	8	8	False	False	False
161280	10080	16.0	40	4	E	0	1.0	1	4	4	2	1	1/4	False	-1	5	5	5	5a	2	16	False	True				False	4	V(4)		D	bV		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	2	8	8	False	False	False
161280	37800	16.0	51	-3	E	-1	1.0	1	4	4	1	1	15/16	True	-1	5	5	5	5a	3	16	False	True				False	4	V(4)		D	bV		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	True	True
161280	20160	16.0	56	-4	A	-1	1.0	1	4	4	1	2	1/2	True	-1	5	5	5	5a	3	16	False	True				False	4	V(4)		D	bV		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-6	0	0	True	False	False
161280	20160	16.0	58	-2	B	-1	1.0	1	4	4	1	2	1/2	True	-1	5	5	5	5a	3	16	False	True				False	4	V(4)		D	bV		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-4	2	2	True	False	False
161280	37800	16.0	63	-3	E	-1	1.0	1	4	4	1	1	15/16	True	-1	5	5	5	5a	4	16	False	True				False	4	V(4)		D	bV		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	True	True
171360	7560	17.0	28	-8	F	-1	2.0	2	4	4	2	1	3/16	True	-1	5	5	5	5a	1	17	False	False				False	4	V(4)		D	bV		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-10	-4	-4	False	False	False
171360	7560	17.0	40	-8	F	-1	2.0	2	4	4	2	1	3/16	True	-1	5	5	5	5a	2	17	False	False				False	4	V(4)		D	bV		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-10	-4	-4	False	False	False
178920	2520	17.75	30	-6	G	-1	2.75	0	4	4	2	1	1/16	True	-1	5	5	5	5a	1	71/4	False	False				False	4	V(4)		D	bV		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-8	-2	-2	False	False	False
178920	2520	17.75	42	-6	G	-1	2.75	0	4	4	2	1	1/16	True	-1	5	5	5	5a	2	71/4	False	False				False	4	V(4)		D	bV		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(4), major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-8	-2	-2	False	False	False
181440	10080	18.0	28	-8	F	-1	3.0	3	4	4	2	1	1/4	True	-1	5	5	5	5a	1	18	False	True				False	5	V(b2)		D	bV		V(b2)		V			b2		M	False	False	(-4, 5, 2)	()	1	-4	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(b2), major		V	V	5		2	-4	-4	3	-2	A	Bb	Ab	Ab	major triad	0	True	True	True	True	True	-10	-4	-4	True	False	True
181440	10080	18.0	40	-8	F	-1	3.0	3	4	4	2	1	1/4	True	-1	5	5	5	5a	2	18	False	True				False	5	V(b2)		D	bV		V(b2)		V			b2		M	False	False	(-4, 5, 2)	()	1	-4	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(b2), major		V	V	5		2	-4	-4	3	-2	A	Bb	Ab	Ab	major triad	0	True	True	True	True	True	-10	-4	-4	True	False	True
181440	20160	18.0	55	1	G	0	3.0	3	4	4	1	2	1/2	True	-1	5	5	5	5a	3	18	False	True				False	5	V(b2)		D	bV		V(b2)		V			b2		M	False	False	(-4, 5, 2)	()	1	-4	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(b2), major		V	V	5		2	-4	-4	3	-2	A	Bb	Ab	Ab	major triad	0	True	True	True	True	True	-1	5	5	True	False	False
181440	20160	18.0	58	-2	B	-1	3.0	3	4	4	1	2	1/2	True	-1	5	5	5	5a	3	18	False	True				False	5	V(b2)		D	bV		V(b2)		V			b2		M	False	False	(-4, 5, 2)	()	1	-4	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V(b2), major		V	V	5		2	-4	-4	3	-2	A	Bb	Ab	Ab	major triad	0	True	True	True	True	True	-4	2	2	True	False	False
191520	10080	19.0	27	-3	E	-1	4.0	4	4	4	2	1	1/4	True	-1	5	5	5	5a	1	19	False	True				False	6	V		D	bV		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V, major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	True	True
191520	10080	19.0	39	-3	E	-1	4.0	4	4	4	2	1	1/4	True	-1	5	5	5	5a	2	19	False	True				False	6	V		D	bV		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V, major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	True	True
199080	2520	19.75	51	-3	E	-1	4.75	0	4	4	1	1	1/16	True	-1	5	5	5	5a	3	79/4	False	False				False	6	V		D	bV		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V, major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	True	True
199080	2520	19.75	63	-3	E	-1	4.75	0	4	4	1	1	1/16	True	-1	5	5	5	5a	4	79/4	False	False				False	6	V		D	bV		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	bV	bV, major	V		bV	bV	False	V	V, major		V, major		V	V	5		2	-4	-4	3	3	A	A	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	True	True
201600	40320	20.0	32	-4	A	-1	1.0	1	4	4	2	1	1	True	-1	6	6	6	6a	1	20	False	True	IAC	IAC	}	True	7	I|IAC}		D	bV		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bV	bV, major	I		bV	bV	False	I	I, major		I, major		I	I	1		2	-4	-4	2	2	D	D	Ab	Ab	major triad	0	True	True	True	True	True	-6	0	0	True	True	True
201600	40320	20.0	39	-3	E	-1	1.0	1	4	4	2	1	1	True	-1	6	6	6	6a	2	20	False	True	IAC	IAC	}	True	7	I|IAC}		D	bV		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bV	bV, major	I		bV	bV	False	I	I, major		I, major		I	I	1		2	-4	-4	2	2	D	D	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	False	False
201600	40320	20.0	44	-4	A	-1	1.0	1	4	4	2	1	1	True	-1	6	6	6	6a	2	20	False	True	IAC	IAC	}	True	7	I|IAC}		D	bV		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bV	bV, major	I		bV	bV	False	I	I, major		I, major		I	I	1		2	-4	-4	2	2	D	D	Ab	Ab	major triad	0	True	True	True	True	True	-6	0	0	True	True	True
201600	40320	20.0	51	-3	E	-1	1.0	1	4	4	1	1	1	True	-1	6	6	6	6a	3	20	False	True	IAC	IAC	}	True	7	I|IAC}		D	bV		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bV	bV, major	I		bV	bV	False	I	I, major		I, major		I	I	1		2	-4	-4	2	2	D	D	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	False	False
201600	40320	20.0	56	-4	A	-1	1.0	1	4	4	1	1	1	True	-1	6	6	6	6a	3	20	False	True	IAC	IAC	}	True	7	I|IAC}		D	bV		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bV	bV, major	I		bV	bV	False	I	I, major		I, major		I	I	1		2	-4	-4	2	2	D	D	Ab	Ab	major triad	0	True	True	True	True	True	-6	0	0	True	True	True
201600	40320	20.0	60	0	C	0	1.0	1	4	4	1	1	1	True	-1	6	6	6	6a	4	20	False	True	IAC	IAC	}	True	7	I|IAC}		D	bV		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bV	bV, major	I		bV	bV	False	I	I, major		I, major		I	I	1		2	-4	-4	2	2	D	D	Ab	Ab	major triad	0	True	True	True	True	True	-2	4	4	True	False	False
201600	40320	20.0	63	-3	E	-1	1.0	1	4	4	1	1	1	True	-1	6	6	6	6a	4	20	False	True	IAC	IAC	}	True	7	I|IAC}		D	bV		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	bV	bV, major	I		bV	bV	False	I	I, major		I, major		I	I	1		2	-4	-4	2	2	D	D	Ab	Ab	major triad	0	True	True	True	True	True	-5	1	1	True	False	False
241920	0	24.0	54	6	F	1	1.0	1	4	4	2	1	0	True	-1	7	7	7	7a	3	24	False	True			{	False	8	VI.V(#4){		D	VI		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	VI	VI, major	V		VI	VI	False	V	V, major		V(#4), major		V	V	5		2	5	5	3	3	A	A	B	B	major triad	0	True	True	True	True	True	4	1	1	True	True	True
241920	0	24.0	60	0	C	0	1.0	1	4	4	2	1	0	True	-1	7	7	7	7a	4	24	False	True			{	False	8	VI.V(#4){		D	VI		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	VI	VI, major	V		VI	VI	False	V	V, major		V(#4), major		V	V	5		2	5	5	3	3	A	A	B	B	major triad	0	True	True	True	True	True	-2	-5	-5	False	False	False
241920	20160	24.0	60	0	C	0	1.0	1	4	4	2	1	1/2	True	-1	7	7	7	7a	4	24	False	True			{	False	8	VI.V(#4){		D	VI		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	VI	VI, major	V		VI	VI	False	V	V, major		V(#4), major		V	V	5		2	5	5	3	3	A	A	B	B	major triad	0	True	True	True	True	True	-2	-5	-5	False	False	False
241920	20160	24.0	66	6	F	1	1.0	1	4	4	2	1	1/2	True	-1	7	7	7	7a	4	24	False	True			{	False	8	VI.V(#4){		D	VI		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	VI	VI, major	V		VI	VI	False	V	V, major		V(#4), major		V	V	5		2	5	5	3	3	A	A	B	B	major triad	0	True	True	True	True	True	4	1	1	True	True	True
241920	20160	24.0	72	0	C	0	1.0	1	4	4	2	1	1/2	True	-1	7	7	7	7a	5	24	False	True			{	False	8	VI.V(#4){		D	VI		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	VI	VI, major	V		VI	VI	False	V	V, major		V(#4), major		V	V	5		2	5	5	3	3	A	A	B	B	major triad	0	True	True	True	True	True	-2	-5	-5	False	False	False
241920	20160	24.0	72	0	C	0	1.0	1	4	4	2	1	1/2	True	-1	7	7	7	7a	5	24	False	True			{	False	8	VI.V(#4){		D	VI		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	VI	VI, major	V		VI	VI	False	V	V, major		V(#4), major		V	V	5		2	5	5	3	3	A	A	B	B	major triad	0	True	True	True	True	True	-2	-5	-5	False	False	False
262080	20160	26.0	54	6	F	1	3.0	3	4	4	2	1	1/2	True	-1	7	7	7	7a	3	26	False	False				False	8	VI.V(#4){		D	VI		V(#4)		V			#4		M	False	False	(1, 5, 7)	()	1	1	major	major	VI	VI, major	V		VI	VI	False	V	V, major		V(#4), major		V	V	5		2	5	5	3	3	A	A	B	B	major triad	0	True	True	True	True	True	4	1	1	True	True	True
