onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
36.0	2.0	2.25	50	2	D	0.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	3	9/2	False	False				False	3	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	3	3	3	False	False	False
36.0	4.0	2.25	65	-1	F	0.0	2	2	1.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	4	9/2	False	False				False	3	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
38.0	2.0	2.375	52	4	E	0.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	3	19/4	False	False				False	3	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	5	5	5	False	False	False
40.0	2.0	2.5	53	-1	F	0.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	3	5	False	False				False	3	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
40.0	6.0	2.5	77	-1	F	0.0	2	2	1.0	1.0	3/16	True	-1	2.0	2.0	2.0	2a	5	5	False	False				False	3	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
42.0	2.0	2.625	55	1	G	0.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	3	21/4	False	False				False	3	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	2	2	2	False	False	False
44.0	2.0	2.75	57	3	A	0.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	3	11/2	False	False				False	3	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
46.0	2.0	2.875	53	-1	F	0.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	3	23/4	False	False				False	3	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
46.0	2.0	2.875	77	-1	F	0.0	2	2	1.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	5	23/4	False	False				False	3	I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
48.0	2.0	3.0	58	-2	B	-1.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	3	6	False	True				False	4	IV	F	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	-1	-1	-1	True	True	True
48.0	6.0	3.0	77	-1	F	0.0	2	2	1.0	1.0	3/16	True	-1	2.0	2.0	2.0	2a	5	6	False	True				False	4	IV	F	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	0	0	0	True	False	False
50.0	2.0	3.125	60	0	C	0.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	4	25/4	False	False				False	4	IV	F	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	1	1	1	False	False	False
52.0	2.0	3.25	58	-2	B	-1.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	3	13/2	False	False				False	4	IV	F	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	-1	-1	-1	True	True	True
54.0	2.0	3.375	57	3	A	0.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	3	27/4	False	False				False	4	IV	F	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	4	4	4	False	False	False
54.0	2.0	3.375	79	1	G	0.0	2	2	1.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	5	27/4	False	False				False	4	IV	F	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	2	2	2	False	False	False
56.0	2.0	3.5	55	1	G	0.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	3	7	False	True				False	5	V43	F	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-1	-1	-1	2	2	2	True	False	True
56.0	6.0	3.5	76	4	E	0.0	2	2	1.0	1.0	3/16	True	-1	2.0	2.0	2.0	2a	5	7	False	True				False	5	V43	F	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-1	-1	-1	5	5	5	True	False	False
58.0	2.0	3.625	60	0	C	0.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	4	29/4	False	False				False	5	V43	F	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-1	-1	-1	1	1	1	True	True	False
60.0	2.0	3.75	58	-2	B	-1.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	3	15/2	False	False				False	5	V43	F	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-1	-1	-1	-1	-1	-1	True	False	False
62.0	2.0	3.875	60	0	C	0.0	2	2	2.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	4	31/4	False	False				False	5	V43	F	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-1	-1	-1	1	1	1	True	True	False
62.0	2.0	3.875	77	-1	F	0.0	2	2	1.0	1.0	1/16	True	-1	2.0	2.0	2.0	2a	5	31/4	False	False				False	5	V43	F	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-1	-1	-1	0	0	0	False	False	False
64.0	4.0	4.0	57	3	A	0.0	2	2	2.0	1.0	1/8	True	-1	3.0	3.0	3.0	3a	3	8	False	True				False	6	I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	4	4	4	True	False	True
64.0	2.0	4.0	77	-1	F	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	8	False	True				False	6	I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	0	0	0	True	True	False
66.0	2.0	4.125	79	1	G	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	33/4	False	False				False	6	I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	2	2	2	False	False	False
68.0	4.0	4.25	53	-1	F	0.0	2	2	2.0	1.0	1/8	True	-1	3.0	3.0	3.0	3a	3	17/2	False	False				False	6	I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	0	0	0	True	True	False
68.0	2.0	4.25	77	-1	F	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	17/2	False	False				False	6	I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	0	0	0	True	True	False
70.0	2.0	4.375	76	4	E	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	35/4	False	False				False	6	I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	5	5	5	False	False	False
72.0	6.0	4.5	65	-1	F	0.0	2	2	2.0	1.0	3/16	True	-1	3.0	3.0	3.0	3a	4	9	False	True				False	7	vi6	F	I		vi6	vi		6			m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	vi		I	I	False	vi6	vi6, major		vi6, major		vi	-1	-1	-1	0	0	0	True	False	True
72.0	2.0	4.5	74	2	D	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	9	False	True				False	7	vi6	F	I		vi6	vi		6			m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	vi		I	I	False	vi6	vi6, major		vi6, major		vi	-1	-1	-1	3	3	3	True	True	False
74.0	2.0	4.625	76	4	E	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	37/4	False	False				False	7	vi6	F	I		vi6	vi		6			m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	vi		I	I	False	vi6	vi6, major		vi6, major		vi	-1	-1	-1	5	5	5	False	False	False
76.0	2.0	4.75	77	-1	F	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	19/2	False	False				False	7	vi6	F	I		vi6	vi		6			m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	vi		I	I	False	vi6	vi6, major		vi6, major		vi	-1	-1	-1	0	0	0	True	False	True
78.0	2.0	4.875	65	-1	F	0.0	2	2	2.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	4	39/4	False	False				False	7	vi6	F	I		vi6	vi		6			m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	vi		I	I	False	vi6	vi6, major		vi6, major		vi	-1	-1	-1	0	0	0	True	False	True
78.0	2.0	4.875	81	3	A	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	39/4	False	False				False	7	vi6	F	I		vi6	vi		6			m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	vi		I	I	False	vi6	vi6, major		vi6, major		vi	-1	-1	-1	4	4	4	True	False	False
80.0	6.0	5.0	65	-1	F	0.0	2	2	2.0	1.0	3/16	True	-1	3.0	3.0	3.0	3a	4	10	False	True				False	8	V2/V	F	I		V2/V	V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	-1	-1	0	0	0	-1	True	False	True
80.0	2.0	5.0	71	5	B	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	4	10	False	True				False	8	V2/V	F	I		V2/V	V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	-1	-1	0	6	6	5	True	False	False
82.0	2.0	5.125	72	0	C	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	41/4	False	False				False	8	V2/V	F	I		V2/V	V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	-1	-1	0	1	1	0	False	False	False
84.0	2.0	5.25	74	2	D	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	21/2	False	False				False	8	V2/V	F	I		V2/V	V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	-1	-1	0	3	3	2	True	False	False
86.0	2.0	5.375	67	1	G	0.0	2	2	2.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	4	43/4	False	False				False	8	V2/V	F	I		V2/V	V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	-1	-1	0	2	2	1	True	True	False
86.0	2.0	5.375	79	1	G	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	43/4	False	False				False	8	V2/V	F	I		V2/V	V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	-1	-1	0	2	2	1	True	True	False
88.0	6.0	5.5	64	4	E	0.0	2	2	2.0	1.0	3/16	True	-1	3.0	3.0	3.0	3a	4	11	False	True				False	9	V6	F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	5	5	5	True	False	True
88.0	2.0	5.5	72	0	C	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	11	False	True				False	9	V6	F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	1	1	1	True	True	False
90.0	2.0	5.625	74	2	D	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	45/4	False	False				False	9	V6	F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	3	3	3	False	False	False
92.0	2.0	5.75	76	4	E	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	23/2	False	False				False	9	V6	F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	5	5	5	True	False	True
94.0	2.0	5.875	65	-1	F	0.0	2	2	2.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	4	47/4	False	False				False	9	V6	F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	0	0	0	False	False	False
94.0	2.0	5.875	79	1	G	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	3.0	3a	5	47/4	False	False				False	9	V6	F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	2	2	2	True	False	False
96.0	4.0	6.0	64	4	E	0.0	2	2	2.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	4	12	False	True				False	10	ii(2)/V	F	I		ii(2)/V	ii			2	V	m	False	False	(5, 0, 4)	()	3	5	major	major	I	I, major	ii/V	V	V/I	V	False	ii/V	ii/V, major		ii(2)/V, major	V	V	-1	-1	0	5	5	4	True	False	True
96.0	2.0	6.0	69	3	A	0.0	2	2	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	12	False	True				False	10	ii(2)/V	F	I		ii(2)/V	ii			2	V	m	False	False	(5, 0, 4)	()	3	5	major	major	I	I, major	ii/V	V	V/I	V	False	ii/V	ii/V, major		ii(2)/V, major	V	V	-1	-1	0	4	4	3	True	False	False
98.0	2.0	6.125	71	5	B	0.0	2	2	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	49/4	False	False				False	10	ii(2)/V	F	I		ii(2)/V	ii			2	V	m	False	False	(5, 0, 4)	()	3	5	major	major	I	I, major	ii/V	V	V/I	V	False	ii/V	ii/V, major		ii(2)/V, major	V	V	-1	-1	0	6	6	5	False	False	False
100.0	4.0	6.25	57	3	A	0.0	2	2	2.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	3	25/2	False	True				False	11	IV6/V	F	I		IV6/V	IV		6		V	M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	IV/V	V	V/I	V	False	IV6/V	IV6/V, major		IV6/V, major	V	V	-1	-1	0	4	4	3	True	False	True
100.0	2.0	6.25	72	0	C	0.0	2	2	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	5	25/2	False	True				False	11	IV6/V	F	I		IV6/V	IV		6		V	M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	IV/V	V	V/I	V	False	IV6/V	IV6/V, major		IV6/V, major	V	V	-1	-1	0	1	1	0	True	False	False
102.0	2.0	6.375	77	-1	F	0.0	2	2	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	5	51/4	False	False				False	11	IV6/V	F	I		IV6/V	IV		6		V	M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	IV/V	V	V/I	V	False	IV6/V	IV6/V, major		IV6/V, major	V	V	-1	-1	0	0	0	-1	True	True	False
104.0	6.0	6.5	62	2	D	0.0	2	2	2.0	1.0	3/16	True	-1	4.0	4.0	4.0	4a	4	13	False	True				False	12	viio6/V	F	I		viio6/V	vii	o	6		V	o	False	False	(3, 0, 6)	()	6	3	major	major	I	I, major	vii/V	V	V/I	V	False	viio6/V	viio6/V, major		viio6/V, major	V	V	-1	-1	0	3	3	2	True	False	True
104.0	2.0	6.5	71	5	B	0.0	2	2	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	13	False	True				False	12	viio6/V	F	I		viio6/V	vii	o	6		V	o	False	False	(3, 0, 6)	()	6	3	major	major	I	I, major	vii/V	V	V/I	V	False	viio6/V	viio6/V, major		viio6/V, major	V	V	-1	-1	0	6	6	5	True	True	False
106.0	2.0	6.625	72	0	C	0.0	2	2	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	5	53/4	False	False				False	12	viio6/V	F	I		viio6/V	vii	o	6		V	o	False	False	(3, 0, 6)	()	6	3	major	major	I	I, major	vii/V	V	V/I	V	False	viio6/V	viio6/V, major		viio6/V, major	V	V	-1	-1	0	1	1	0	False	False	False
108.0	2.0	6.75	74	2	D	0.0	2	2	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	5	27/2	False	False				False	12	viio6/V	F	I		viio6/V	vii	o	6		V	o	False	False	(3, 0, 6)	()	6	3	major	major	I	I, major	vii/V	V	V/I	V	False	viio6/V	viio6/V, major		viio6/V, major	V	V	-1	-1	0	3	3	2	True	False	True
110.0	2.0	6.875	62	2	D	0.0	2	2	2.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	55/4	False	False				False	12	viio6/V	F	I		viio6/V	vii	o	6		V	o	False	False	(3, 0, 6)	()	6	3	major	major	I	I, major	vii/V	V	V/I	V	False	viio6/V	viio6/V, major		viio6/V, major	V	V	-1	-1	0	3	3	2	True	False	True
110.0	2.0	6.875	77	-1	F	0.0	2	2	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	5	55/4	False	False				False	12	viio6/V	F	I		viio6/V	vii	o	6		V	o	False	False	(3, 0, 6)	()	6	3	major	major	I	I, major	vii/V	V	V/I	V	False	viio6/V	viio6/V, major		viio6/V, major	V	V	-1	-1	0	0	0	-1	True	False	False
112.0	6.0	7.0	62	2	D	0.0	2	2	2.0	1.0	3/16	True	-1	4.0	4.0	4.0	4a	4	14	False	True				False	13	iii2/V	F	I		iii2/V	iii		2		V	mm7	False	False	(3, 5, 2, 6)	()	5	3	major	major	I	I, major	iii/V	V	V/I	V	False	iii2/V	iii2/V, major		iii2/V, major	V	V	-1	-1	0	3	3	2	True	False	True
112.0	2.0	7.0	67	1	G	0.0	2	2	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	14	False	True				False	13	iii2/V	F	I		iii2/V	iii		2		V	mm7	False	False	(3, 5, 2, 6)	()	5	3	major	major	I	I, major	iii/V	V	V/I	V	False	iii2/V	iii2/V, major		iii2/V, major	V	V	-1	-1	0	2	2	1	True	False	False
114.0	2.0	7.125	69	3	A	0.0	2	2	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	57/4	False	False				False	13	iii2/V	F	I		iii2/V	iii		2		V	mm7	False	False	(3, 5, 2, 6)	()	5	3	major	major	I	I, major	iii/V	V	V/I	V	False	iii2/V	iii2/V, major		iii2/V, major	V	V	-1	-1	0	4	4	3	False	False	False
116.0	2.0	7.25	71	5	B	0.0	2	2	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	29/2	False	False				False	13	iii2/V	F	I		iii2/V	iii		2		V	mm7	False	False	(3, 5, 2, 6)	()	5	3	major	major	I	I, major	iii/V	V	V/I	V	False	iii2/V	iii2/V, major		iii2/V, major	V	V	-1	-1	0	6	6	5	True	False	False
118.0	2.0	7.375	64	4	E	0.0	2	2	2.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	4	59/4	False	False				False	13	iii2/V	F	I		iii2/V	iii		2		V	mm7	False	False	(3, 5, 2, 6)	()	5	3	major	major	I	I, major	iii/V	V	V/I	V	False	iii2/V	iii2/V, major		iii2/V, major	V	V	-1	-1	0	5	5	4	True	True	False
118.0	2.0	7.375	76	4	E	0.0	2	2	1.0	1.0	1/16	True	-1	4.0	4.0	4.0	4a	5	59/4	False	False				False	13	iii2/V	F	I		iii2/V	iii		2		V	mm7	False	False	(3, 5, 2, 6)	()	5	3	major	major	I	I, major	iii/V	V	V/I	V	False	iii2/V	iii2/V, major		iii2/V, major	V	V	-1	-1	0	5	5	4	True	True	False
