onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
10.0	2.0	5.0	50	2	D	0.0	3	4	2.0	1.0	1/4	True	-1	3.0	3.0	2.0	2a	3	5	False	True				False	5	V7	g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	1	1	1	True	True	True
11.0	1.0	5.5	75	-3	E	-1.0	3	4	1.0	1.0	1/8	True	-1	3.0	3.0	2.0	2a	5	11/2	False	False				False	5	V7	g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	-4	-4	-4	False	False	False
12.0	2.0	6.0	55	1	G	0.0	3	4	2.0	1.0	1/4	True	-1	3.0	3.0	2.0	2a	3	6	False	True				False	6	i	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
12.0	2.0	6.0	74	2	D	0.0	3	4	1.0	1.0	1/4	True	-1	3.0	3.0	2.0	2a	5	6	False	True				False	6	i	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
14.0	2.0	7.0	48	0	C	0.0	3	4	2.0	1.0	1/4	True	-1	4.0	4.0	3.0	3a	3	7	False	True				False	7	ii%65	g	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	1	1	1	-1	-1	-1	True	False	True
14.0	2.0	7.0	72	0	C	0.0	3	4	1.0	1.0	1/4	True	-1	4.0	4.0	3.0	3a	5	7	False	True				False	7	ii%65	g	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	1	1	1	-1	-1	-1	True	False	True
16.0	2.0	8.0	50	2	D	0.0	3	4	2.0	1.0	1/4	True	-1	4.0	4.0	3.0	3a	3	8	False	True				False	8	V(64)	g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	1	1	1	True	True	True
16.0	2.0	8.0	70	-2	B	-1.0	3	4	1.0	1.0	1/4	True	-1	4.0	4.0	3.0	3a	4	8	False	True				False	8	V(64)	g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	-3	-3	-3	True	False	False
18.0	2.0	9.0	38	2	D	0.0	3	4	2.0	1.0	1/4	True	-1	4.0	4.0	3.0	3a	2	9	False	True				False	9	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	1	1	1	True	True	True
18.0	2.0	9.0	69	3	A	0.0	3	4	1.0	1.0	1/4	True	-1	4.0	4.0	3.0	3a	4	9	False	True				False	9	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	2	2	2	True	False	False
20.0	0.0	10.0	69	3	A	0.0	3	4	1.0	1.0	0	True	-1	5.0	5.0	4.0	4a	4	10	False	True	IAC	IAC	}	True	10	i|IAC}	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	2	2	2	False	False	False
20.0	4.0	10.0	43	1	G	0.0	3	4	2.0	1.0	1/2	True	-1	5.0	5.0	4.0	4a	2	10	False	True	IAC	IAC	}	True	10	i|IAC}	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
20.0	2.0	10.0	70	-2	B	-1.0	3	4	1.0	1.0	1/4	True	-1	5.0	5.0	4.0	4a	4	10	False	True	IAC	IAC	}	True	10	i|IAC}	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
22.0	0.0	11.0	69	3	A	0.0	3	4	1.0	1.0	0	True	-1	5.0	5.0	4.0	4a	4	11	False	False				False	10	i|IAC}	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	2	2	2	False	False	False
22.0	2.0	11.0	67	1	G	0.0	3	4	1.0	1.0	1/4	True	-1	5.0	5.0	4.0	4a	4	11	False	False				False	10	i|IAC}	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
24.0	1.0	12.0	55	1	G	0.0	3	4	2.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	3	12	False	False			{	False	11	{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	1	1	1	0	0	0	True	True	True
24.0	2.0	12.0	74	2	D	0.0	3	4	1.0	1.0	1/4	True	-1	5.0	5.0	4.0	4a	5	12	False	False			{	False	11	{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	1	1	1	1	1	1	True	False	False
25.0	1.0	12.5	57	3	A	0.0	3	4	2.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	3	25/2	False	False				False	11	{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	1	1	1	2	2	2	False	False	False
26.0	2.0	13.0	58	-2	B	-1.0	3	4	2.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	3	13	False	True				False	12	i6	g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
26.0	2.0	13.0	79	1	G	0.0	3	4	1.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	5	13	False	True				False	12	i6	g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
28.0	2.0	14.0	57	3	A	0.0	3	4	2.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	3	14	False	True				False	13	V43	g	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	1	1	1	2	2	2	True	False	True
28.0	2.0	14.0	78	6	F	1.0	3	4	1.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	5	14	False	True				False	13	V43	g	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	1	1	1	5	5	5	True	False	False
30.0	2.0	15.0	55	1	G	0.0	3	4	2.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	3	15	False	True				False	14	i	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
30.0	2.0	15.0	79	1	G	0.0	3	4	1.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	5	15	False	True				False	14	i	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
32.0	2.0	16.0	54	6	F	1.0	3	4	2.0	1.0	1/4	True	-1	7.0	7.0	6.0	6a	3	16	False	True				False	15	V65	g	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	5	5	5	True	False	True
32.0	3.0	16.0	74	2	D	0.0	3	4	1.0	1.0	3/8	True	-1	7.0	7.0	6.0	6a	5	16	False	True				False	15	V65	g	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	1	1	1	True	True	False
34.0	2.0	17.0	50	2	D	0.0	3	4	2.0	1.0	1/4	True	-1	7.0	7.0	6.0	6a	3	17	False	True				False	16	V7	g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	1	1	1	True	True	True
35.0	1.0	17.5	72	0	C	0.0	3	4	1.0	1.0	1/8	True	-1	7.0	7.0	6.0	6a	5	35/2	False	False				False	16	V7	g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	-1	-1	-1	True	False	False
36.0	2.0	18.0	55	1	G	0.0	3	4	2.0	1.0	1/4	True	-1	7.0	7.0	6.0	6a	3	18	False	True				False	17	i	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
36.0	2.0	18.0	70	-2	B	-1.0	3	4	1.0	1.0	1/4	True	-1	7.0	7.0	6.0	6a	4	18	False	True				False	17	i	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
38.0	2.0	19.0	48	0	C	0.0	3	4	2.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	3	19	False	True				False	18	ii%65	g	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	1	1	1	-1	-1	-1	True	False	True
38.0	1.0	19.0	70	-2	B	-1.0	3	4	1.0	1.0	1/8	False	-1	8.0	8.0	7.0	7a	4	19	False	True				False	18	ii%65	g	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	1	1	1	-3	-3	-3	False	False	False
39.0	1.0	19.5	69	3	A	0.0	3	4	1.0	1.0	1/8	True	-1	8.0	8.0	7.0	7a	4	39/2	False	False				False	18	ii%65	g	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	1	1	1	2	2	2	True	True	False
40.0	2.0	20.0	50	2	D	0.0	3	4	2.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	3	20	False	True				False	19	V(4)	g	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	1	1	1	1	1	1	True	True	True
40.0	3.0	20.0	69	3	A	0.0	3	4	1.0	1.0	3/8	True	-1	8.0	8.0	7.0	7a	4	20	False	True				False	19	V(4)	g	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	1	1	1	2	2	2	True	False	False
42.0	2.0	21.0	38	2	D	0.0	3	4	2.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	2	21	False	True				False	20	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	1	1	1	True	True	True
43.0	1.0	21.5	67	1	G	0.0	3	4	1.0	1.0	1/8	True	-1	8.0	8.0	7.0	7a	4	43/2	False	False				False	20	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	0	0	0	False	False	False
44.0	4.0	22.0	43	1	G	0.0	3	4	2.0	1.0	1/2	True	-1	9.0	9.0	8.0	8a	2	22	False	False	PAC	PAC	}	True	21	i|PAC}	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
44.0	4.0	22.0	67	1	G	0.0	3	4	1.0	1.0	1/2	True	-1	9.0	9.0	8.0	8a	4	22	False	False	PAC	PAC	}	True	21	i|PAC}	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
48.0	2.0	24.0	55	1	G	0.0	3	4	2.0	1.0	1/4	True	-1	1.0	10.0	0.0	8a	3	24	True	True			{	False	22	g.i{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
48.0	2.0	24.0	74	2	D	0.0	3	4	1.0	1.0	1/4	True	-1	1.0	10.0	0.0	8a	5	24	True	True			{	False	22	g.i{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
50.0	2.0	25.0	58	-2	B	-1.0	3	4	2.0	1.0	1/4	True	-1	2.0	11.0	1.0	1b	3	25	False	True				False	23	i6	g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
50.0	2.0	25.0	79	1	G	0.0	3	4	1.0	1.0	1/4	True	-1	2.0	11.0	1.0	1b	5	25	False	True				False	23	i6	g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
52.0	2.0	26.0	57	3	A	0.0	3	4	2.0	1.0	1/4	True	-1	2.0	11.0	1.0	1b	3	26	False	True				False	24	V43	g	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	1	1	1	2	2	2	True	False	True
52.0	2.0	26.0	78	6	F	1.0	3	4	1.0	1.0	1/4	True	-1	2.0	11.0	1.0	1b	5	26	False	True				False	24	V43	g	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	1	1	1	5	5	5	True	False	False
54.0	2.0	27.0	55	1	G	0.0	3	4	2.0	1.0	1/4	True	-1	2.0	11.0	1.0	1b	3	27	False	True				False	25	i	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
54.0	2.0	27.0	79	1	G	0.0	3	4	1.0	1.0	1/4	True	-1	2.0	11.0	1.0	1b	5	27	False	True				False	25	i	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
56.0	2.0	28.0	54	6	F	1.0	3	4	2.0	1.0	1/4	True	-1	3.0	12.0	2.0	2b	3	28	False	True				False	26	V65	g	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	5	5	5	True	False	True
56.0	3.0	28.0	74	2	D	0.0	3	4	1.0	1.0	3/8	True	-1	3.0	12.0	2.0	2b	5	28	False	True				False	26	V65	g	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	1	1	1	1	1	1	True	True	False
58.0	2.0	29.0	50	2	D	0.0	3	4	2.0	1.0	1/4	True	-1	3.0	12.0	2.0	2b	3	29	False	True				False	27	V7	g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	1	1	1	True	True	True
59.0	1.0	29.5	75	-3	E	-1.0	3	4	1.0	1.0	1/8	True	-1	3.0	12.0	2.0	2b	5	59/2	False	False				False	27	V7	g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	-4	-4	-4	False	False	False
60.0	2.0	30.0	55	1	G	0.0	3	4	2.0	1.0	1/4	True	-1	3.0	12.0	2.0	2b	3	30	False	True				False	28	i	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
60.0	2.0	30.0	74	2	D	0.0	3	4	1.0	1.0	1/4	True	-1	3.0	12.0	2.0	2b	5	30	False	True				False	28	i	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
62.0	2.0	31.0	48	0	C	0.0	3	4	2.0	1.0	1/4	True	-1	4.0	13.0	3.0	3b	3	31	False	True				False	29	ii%65	g	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	1	1	1	-1	-1	-1	True	False	True
62.0	2.0	31.0	72	0	C	0.0	3	4	1.0	1.0	1/4	True	-1	4.0	13.0	3.0	3b	5	31	False	True				False	29	ii%65	g	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	1	1	1	-1	-1	-1	True	False	True
64.0	2.0	32.0	50	2	D	0.0	3	4	2.0	1.0	1/4	True	-1	4.0	13.0	3.0	3b	3	32	False	True				False	30	V(64)	g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	1	1	1	True	True	True
64.0	2.0	32.0	70	-2	B	-1.0	3	4	1.0	1.0	1/4	True	-1	4.0	13.0	3.0	3b	4	32	False	True				False	30	V(64)	g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	-3	-3	-3	True	False	False
66.0	2.0	33.0	38	2	D	0.0	3	4	2.0	1.0	1/4	True	-1	4.0	13.0	3.0	3b	2	33	False	True				False	31	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	1	1	1	True	True	True
66.0	2.0	33.0	69	3	A	0.0	3	4	1.0	1.0	1/4	True	-1	4.0	13.0	3.0	3b	4	33	False	True				False	31	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	2	2	2	True	False	False
68.0	0.0	34.0	69	3	A	0.0	3	4	1.0	1.0	0	True	-1	5.0	14.0	4.0	4b	4	34	False	True	IAC	IAC	}	True	32	i|IAC}	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	2	2	2	False	False	False
68.0	4.0	34.0	43	1	G	0.0	3	4	2.0	1.0	1/2	True	-1	5.0	14.0	4.0	4b	2	34	False	True	IAC	IAC	}	True	32	i|IAC}	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
68.0	2.0	34.0	70	-2	B	-1.0	3	4	1.0	1.0	1/4	True	-1	5.0	14.0	4.0	4b	4	34	False	True	IAC	IAC	}	True	32	i|IAC}	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
70.0	0.0	35.0	69	3	A	0.0	3	4	1.0	1.0	0	True	-1	5.0	14.0	4.0	4b	4	35	False	False				False	32	i|IAC}	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	2	2	2	False	False	False
70.0	2.0	35.0	67	1	G	0.0	3	4	1.0	1.0	1/4	True	-1	5.0	14.0	4.0	4b	4	35	False	False				False	32	i|IAC}	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
72.0	1.0	36.0	55	1	G	0.0	3	4	2.0	1.0	1/8	True	-1	5.0	14.0	4.0	4b	3	36	False	False			{	False	33	{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	1	1	1	0	0	0	True	True	True
72.0	2.0	36.0	74	2	D	0.0	3	4	1.0	1.0	1/4	True	-1	5.0	14.0	4.0	4b	5	36	False	False			{	False	33	{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	1	1	1	1	1	1	True	False	False
73.0	1.0	36.5	57	3	A	0.0	3	4	2.0	1.0	1/8	True	-1	5.0	14.0	4.0	4b	3	73/2	False	False				False	33	{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	1	1	1	2	2	2	False	False	False
74.0	2.0	37.0	58	-2	B	-1.0	3	4	2.0	1.0	1/4	True	-1	6.0	15.0	5.0	5b	3	37	False	True				False	34	i6	g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
74.0	2.0	37.0	79	1	G	0.0	3	4	1.0	1.0	1/4	True	-1	6.0	15.0	5.0	5b	5	37	False	True				False	34	i6	g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
