onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
424.0	2.0	106.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	25.0	35.0	24.0	24a	5	106	False	False				False	57		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	1	1	1	True	True	False
426.0	2.0	106.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	25.0	35.0	24.0	24a	5	213/2	False	False				False	57		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	3	3	3	False	False	False
428.0	2.0	107.0	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	25.0	35.0	24.0	24a	5	107	False	False				False	57		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	5	5	5	True	False	True
430.0	2.0	107.5	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	25.0	35.0	24.0	24a	5	215/2	False	False				False	57		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	1	1	1	True	True	False
432.0	8.0	108.0	52	4	E	0.0	3	4	2.0	1.0	1/2	True	1	26.0	36.0	25.0	25a	3	108	False	True				False	58		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	3	3	2	True	False	True
432.0	2.0	108.0	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	26.0	36.0	25.0	25a	5	108	False	True				False	58		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	0	0	-1	True	False	False
434.0	2.0	108.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	26.0	36.0	25.0	25a	5	217/2	False	False				False	58		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	5	5	4	False	False	False
436.0	2.0	109.0	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	26.0	36.0	25.0	25a	5	109	False	False				False	58		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	3	3	2	True	False	True
438.0	2.0	109.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	26.0	36.0	25.0	25a	5	219/2	False	False				False	58		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	5	5	4	False	False	False
440.0	2.0	110.0	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	26.0	36.0	25.0	25a	5	110	False	False				False	58		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	0	0	-1	True	False	False
442.0	2.0	110.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	26.0	36.0	25.0	25a	5	221/2	False	False				False	58		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	3	3	2	True	False	True
444.0	8.0	111.0	50	2	D	0.0	3	4	2.0	1.0	1/2	True	1	27.0	37.0	26.0	26a	3	111	False	True				False	59		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
444.0	2.0	111.0	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	27.0	37.0	26.0	26a	5	111	False	True				False	59		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
446.0	2.0	111.5	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	27.0	37.0	26.0	26a	5	223/2	False	False				False	59		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	0	0	0	False	False	False
448.0	2.0	112.0	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	27.0	37.0	26.0	26a	5	112	False	False				False	59		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
450.0	2.0	112.5	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	27.0	37.0	26.0	26a	5	225/2	False	False				False	59		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	0	0	0	False	False	False
452.0	2.0	113.0	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	27.0	37.0	26.0	26a	5	113	False	False				False	59		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
454.0	2.0	113.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	27.0	37.0	26.0	26a	5	227/2	False	False				False	59		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
456.0	12.0	114.0	47	5	B	0.0	3	4	2.0	1.0	3/4	True	1	28.0	38.0	27.0	27a	2	114	False	True				False	60		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
456.0	2.0	114.0	83	5	B	0.0	3	4	1.0	1.0	1/8	True	1	28.0	38.0	27.0	27a	5	114	False	True				False	60		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
458.0	2.0	114.5	84	0	C	0.0	3	4	1.0	1.0	1/8	True	1	28.0	38.0	27.0	27a	6	229/2	False	False				False	60		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	-1	-1	-1	False	False	False
460.0	2.0	115.0	83	5	B	0.0	3	4	1.0	1.0	1/8	True	1	28.0	38.0	27.0	27a	5	115	False	False				False	60		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
462.0	2.0	115.5	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	28.0	38.0	27.0	27a	5	231/2	False	False				False	60		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	2	2	2	False	False	False
464.0	2.0	116.0	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	28.0	38.0	27.0	27a	5	116	False	False				False	60		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	0	0	0	True	True	False
466.0	2.0	116.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	28.0	38.0	27.0	27a	5	233/2	False	False				False	60		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	5	5	5	False	False	False
468.0	2.0	117.0	48	0	C	0.0	3	4	2.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	3	117	False	True				False	61		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	-1	-1	-1	True	False	True
468.0	2.0	117.0	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	5	117	False	True				False	61		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	3	3	3	True	False	False
470.0	2.0	117.5	47	5	B	0.0	3	4	2.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	2	235/2	False	False				False	61		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	4	4	4	False	False	False
470.0	2.0	117.5	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	5	235/2	False	False				False	61		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	1	1	1	False	False	False
472.0	2.0	118.0	48	0	C	0.0	3	4	2.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	3	118	False	False				False	61		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	-1	-1	-1	True	False	True
472.0	2.0	118.0	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	5	118	False	False				False	61		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	3	3	3	True	False	False
474.0	2.0	118.5	50	2	D	0.0	3	4	2.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	3	237/2	False	False				False	61		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	1	1	1	False	False	False
474.0	2.0	118.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	5	237/2	False	False				False	61		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	5	5	5	False	False	False
476.0	2.0	119.0	52	4	E	0.0	3	4	2.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	3	119	False	True				False	62		ii43	G	I		ii43	ii		43			mm7	False	False	(3, 0, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii43	ii43, major		ii43, major		ii	1	1	1	3	3	3	True	False	True
476.0	2.0	119.0	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	5	119	False	True				False	62		ii43	G	I		ii43	ii		43			mm7	False	False	(3, 0, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii43	ii43, major		ii43, major		ii	1	1	1	0	0	0	True	False	False
478.0	2.0	119.5	50	2	D	0.0	3	4	2.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	3	239/2	False	False				False	62		ii43	G	I		ii43	ii		43			mm7	False	False	(3, 0, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii43	ii43, major		ii43, major		ii	1	1	1	1	1	1	False	False	False
478.0	2.0	119.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	5	239/2	False	False				False	62		ii43	G	I		ii43	ii		43			mm7	False	False	(3, 0, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii43	ii43, major		ii43, major		ii	1	1	1	5	5	5	False	False	False
480.0	2.0	120.0	52	4	E	0.0	3	4	2.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	3	120	False	False				False	62		ii43	G	I		ii43	ii		43			mm7	False	False	(3, 0, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii43	ii43, major		ii43, major		ii	1	1	1	3	3	3	True	False	True
480.0	2.0	120.0	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	5	120	False	False				False	62		ii43	G	I		ii43	ii		43			mm7	False	False	(3, 0, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii43	ii43, major		ii43, major		ii	1	1	1	0	0	0	True	False	False
482.0	2.0	120.5	48	0	C	0.0	3	4	2.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	3	241/2	False	True				False	63		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	-1	-1	-1	True	False	True
482.0	2.0	120.5	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	5	241/2	False	True				False	63		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	2	2	2	True	True	False
484.0	4.0	121.0	50	2	D	0.0	3	4	2.0	1.0	1/4	True	1	29.0	39.0	28.0	28a	3	121	False	True				False	64		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
484.0	6.0	121.0	81	3	A	0.0	3	4	1.0	1.0	3/8	True	1	29.0	39.0	28.0	28a	5	121	False	True				False	64		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
488.0	4.0	122.0	38	2	D	0.0	3	4	2.0	1.0	1/4	True	1	29.0	39.0	28.0	28a	2	122	False	True				False	65		V7	G	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	1	1	1	True	True	True
490.0	2.0	122.5	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	29.0	39.0	28.0	28a	5	245/2	False	False				False	65		V7	G	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	0	0	0	False	False	False
492.0	12.0	123.0	43	1	G	0.0	3	4	2.0	1.0	3/4	True	1	30.0	40.0	29.0	29a	2	123	False	True	PAC	PAC	}	True	66		I|PAC}	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
492.0	12.0	123.0	79	1	G	0.0	3	4	1.0	1.0	3/4	True	1	30.0	40.0	29.0	29a	5	123	False	True	PAC	PAC	}	True	66		I|PAC}	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
504.0	2.0	126.0	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	13.0	41.0	12.0	12b	5	126	True	True			{	False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
506.0	2.0	126.5	83	5	B	0.0	3	4	1.0	1.0	1/8	True	1	13.0	41.0	12.0	12b	5	253/2	False	False				False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	4	4	4	False	False	False
508.0	2.0	127.0	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	13.0	41.0	12.0	12b	5	127	False	False				False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
510.0	2.0	127.5	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	13.0	41.0	12.0	12b	5	255/2	False	False				False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	0	0	0	False	False	False
512.0	2.0	128.0	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	13.0	41.0	12.0	12b	5	128	False	False				False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
514.0	2.0	128.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	13.0	41.0	12.0	12b	5	257/2	False	False				False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	3	3	3	False	False	False
516.0	2.0	129.0	62	2	D	0.0	3	4	2.0	1.0	1/8	True	1	14.0	42.0	13.0	13b	4	129	False	False				False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
516.0	12.0	129.0	78	6	F	1.0	3	4	1.0	1.0	3/4	True	1	14.0	42.0	13.0	13b	5	129	False	False				False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
518.0	2.0	129.5	64	4	E	0.0	3	4	2.0	1.0	1/8	True	1	14.0	42.0	13.0	13b	4	259/2	False	False				False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	3	3	3	False	False	False
520.0	2.0	130.0	62	2	D	0.0	3	4	2.0	1.0	1/8	True	1	14.0	42.0	13.0	13b	4	130	False	False				False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
522.0	2.0	130.5	60	0	C	0.0	3	4	2.0	1.0	1/8	True	1	14.0	42.0	13.0	13b	4	261/2	False	False				False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	-1	-1	-1	False	False	False
524.0	2.0	131.0	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	14.0	42.0	13.0	13b	3	131	False	False				False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	4	4	4	False	False	False
526.0	2.0	131.5	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	14.0	42.0	13.0	13b	3	263/2	False	False				False	67		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
528.0	8.0	132.0	59	5	B	0.0	3	4	2.0	1.0	1/2	True	1	15.0	43.0	14.0	14b	3	132	False	True				False	68		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
528.0	2.0	132.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	15.0	43.0	14.0	14b	5	132	False	True				False	68		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	1	1	1	True	False	False
530.0	2.0	132.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	15.0	43.0	14.0	14b	5	265/2	False	False				False	68		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	3	3	3	False	False	False
532.0	2.0	133.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	15.0	43.0	14.0	14b	5	133	False	False				False	68		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	1	1	1	True	False	False
534.0	2.0	133.5	72	0	C	0.0	3	4	1.0	1.0	1/8	True	1	15.0	43.0	14.0	14b	5	267/2	False	False				False	68		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	-1	-1	-1	False	False	False
536.0	4.0	134.0	54	6	F	1.0	3	4	2.0	1.0	1/4	True	1	15.0	43.0	14.0	14b	3	134	False	True				False	69		V65	G	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	1	1	1	5	5	5	True	False	True
536.0	2.0	134.0	71	5	B	0.0	3	4	1.0	1.0	1/8	True	1	15.0	43.0	14.0	14b	4	134	False	True				False	69		V65	G	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	1	1	1	4	4	4	False	False	False
538.0	2.0	134.5	69	3	A	0.0	3	4	1.0	1.0	1/8	True	1	15.0	43.0	14.0	14b	4	269/2	False	False				False	69		V65	G	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	1	1	1	2	2	2	True	False	False
540.0	2.0	135.0	55	1	G	0.0	3	4	2.0	1.0	1/8	True	1	16.0	44.0	15.0	15b	3	135	False	True				False	70		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
540.0	8.0	135.0	71	5	B	0.0	3	4	1.0	1.0	1/2	True	1	16.0	44.0	15.0	15b	4	135	False	True				False	70		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
542.0	2.0	135.5	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	16.0	44.0	15.0	15b	3	271/2	False	False				False	70		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
544.0	2.0	136.0	55	1	G	0.0	3	4	2.0	1.0	1/8	True	1	16.0	44.0	15.0	15b	3	136	False	False				False	70		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
546.0	2.0	136.5	54	6	F	1.0	3	4	2.0	1.0	1/8	True	1	16.0	44.0	15.0	15b	3	273/2	False	False				False	70		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	5	5	5	False	False	False
548.0	4.0	137.0	52	4	E	0.0	3	4	2.0	1.0	1/4	True	1	16.0	44.0	15.0	15b	3	137	False	True				False	71		vi	G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	1	1	1	3	3	3	True	True	True
548.0	4.0	137.0	79	1	G	0.0	3	4	1.0	1.0	1/4	True	1	16.0	44.0	15.0	15b	5	137	False	True				False	71		vi	G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	1	1	1	0	0	0	True	False	False
552.0	2.0	138.0	60	0	C	0.0	3	4	2.0	1.0	1/8	True	1	17.0	45.0	16.0	16b	4	138	False	True				False	72		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	-1	-1	-1	True	True	True
552.0	6.0	138.0	76	4	E	0.0	3	4	1.0	1.0	3/8	True	1	17.0	45.0	16.0	16b	5	138	False	True				False	72		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	3	3	3	True	False	False
554.0	2.0	138.5	62	2	D	0.0	3	4	2.0	1.0	1/8	True	1	17.0	45.0	16.0	16b	4	277/2	False	False				False	72		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	1	1	1	False	False	False
556.0	2.0	139.0	60	0	C	0.0	3	4	2.0	1.0	1/8	True	1	17.0	45.0	16.0	16b	4	139	False	False				False	72		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	-1	-1	-1	True	True	True
558.0	2.0	139.5	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	17.0	45.0	16.0	16b	3	279/2	False	False				False	72		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	4	4	4	False	False	False
558.0	2.0	139.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	17.0	45.0	16.0	16b	5	279/2	False	False				False	72		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	3	3	3	True	False	False
560.0	4.0	140.0	57	3	A	0.0	3	4	2.0	1.0	1/4	True	1	17.0	45.0	16.0	16b	3	140	False	True				False	73		vi.ii%65	G	vi		ii%65	ii	%	65			%7	False	True	(-1, -4, 0, 2)	()	2	-1	major	minor	vi	vi, major	ii		vi	vi	True	ii%65	ii%65, minor		ii%65, minor		ii	1	4	4	2	-1	-1	True	False	True
560.0	4.0	140.0	78	6	F	1.0	3	4	1.0	1.0	1/4	True	1	17.0	45.0	16.0	16b	5	140	False	True				False	73		vi.ii%65	G	vi		ii%65	ii	%	65			%7	False	True	(-1, -4, 0, 2)	()	2	-1	major	minor	vi	vi, major	ii		vi	vi	True	ii%65	ii%65, minor		ii%65, minor		ii	1	4	4	5	2	2	True	True	False
