onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
6.0	4.0	1.5	58	-2	B	-1.0	1.0	1	3	4	4.0	1.0	1/4	True	-2	2.0	2.0	1.0	1a	3	3/2	False	True				False	2		I(94)	Bb	I		I(94)		I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	-2	-2	-2	0	0	0	True	True	True
6.0	4.0	1.5	65	-1	F	0.0	1.0	1	3	4	3.0	1.0	1/4	True	-2	2.0	2.0	1.0	1a	4	3/2	False	True				False	2		I(94)	Bb	I		I(94)		I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	-2	-2	-2	1	1	1	True	False	False
6.0	2.0	1.5	72	0	C	0.0	1.0	1	3	4	2.0	1.0	1/8	False	-2	2.0	2.0	1.0	1a	5	3/2	False	True				False	2		I(94)	Bb	I		I(94)		I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	-2	-2	-2	2	2	2	False	False	False
6.0	2.0	1.5	75	-3	E	-1.0	1.0	1	3	4	1.0	1.0	1/8	False	-2	2.0	2.0	1.0	1a	5	3/2	False	True				False	2		I(94)	Bb	I		I(94)		I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	-2	-2	-2	-1	-1	-1	True	False	False
8.0	2.0	2.0	70	-2	B	-1.0	1.5	0	3	4	2.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	2	False	True				False	3		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
8.0	2.0	2.0	74	2	D	0.0	1.5	0	3	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	2	False	True				False	3		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
10.0	2.0	2.5	70	-2	B	-1.0	2.0	2	3	4	2.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	5/2	False	False				False	3		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
10.0	2.0	2.5	74	2	D	0.0	2.0	2	3	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	5/2	False	False				False	3		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
12.0	2.0	3.0	41	-1	F	0.0	2.5	0	3	4	4.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	2	3	False	True				False	4		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	1	1	1	True	True	True
12.0	2.0	3.0	63	-3	E	-1.0	2.5	0	3	4	2.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	3	False	True				False	4		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	-1	-1	-1	True	False	False
12.0	2.0	3.0	69	3	A	0.0	2.5	0	3	4	3.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	3	False	True				False	4		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	5	5	5	True	False	False
12.0	2.0	3.0	72	0	C	0.0	2.5	0	3	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	3	False	True				False	4		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	2	2	2	True	False	False
14.0	2.0	3.5	45	3	A	0.0	3.0	3	3	4	4.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	2	7/2	False	False				False	4		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	5	5	5	True	False	False
14.0	2.0	3.5	62	2	D	0.0	3.0	3	3	4	2.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	7/2	False	False				False	4		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	4	4	4	False	False	False
14.0	2.0	3.5	65	-1	F	0.0	3.0	3	3	4	3.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	7/2	False	False				False	4		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	1	1	1	True	True	True
14.0	2.0	3.5	70	-2	B	-1.0	3.0	3	3	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	7/2	False	False				False	4		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	0	0	0	False	False	False
16.0	2.0	4.0	41	-1	F	0.0	3.5	0	3	4	4.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	2	4	False	False				False	4		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	1	1	1	True	True	True
16.0	2.0	4.0	63	-3	E	-1.0	3.5	0	3	4	2.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	4	False	False				False	4		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	-1	-1	-1	True	False	False
16.0	2.0	4.0	69	3	A	0.0	3.5	0	3	4	3.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	4	False	False				False	4		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	5	5	5	True	False	False
16.0	2.0	4.0	72	0	C	0.0	3.5	0	3	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	4	False	False				False	4		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	2	2	2	True	False	False
18.0	4.0	4.5	46	-2	B	-1.0	1.0	1	3	4	4.0	1.0	1/4	True	-2	3.0	3.0	2.0	2a	2	9/2	False	True				False	5		I(94)	Bb	I		I(94)		I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	-2	-2	-2	0	0	0	True	True	True
18.0	2.0	4.5	63	-3	E	-1.0	1.0	1	3	4	2.0	1.0	1/8	False	-2	3.0	3.0	2.0	2a	4	9/2	False	True				False	5		I(94)	Bb	I		I(94)		I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	-2	-2	-2	-1	-1	-1	True	False	False
18.0	4.0	4.5	65	-1	F	0.0	1.0	1	3	4	3.0	1.0	1/4	True	-2	3.0	3.0	2.0	2a	4	9/2	False	True				False	5		I(94)	Bb	I		I(94)		I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	-2	-2	-2	1	1	1	True	False	False
18.0	2.0	4.5	72	0	C	0.0	1.0	1	3	4	1.0	1.0	1/8	False	-2	3.0	3.0	2.0	2a	5	9/2	False	True				False	5		I(94)	Bb	I		I(94)		I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	-2	-2	-2	2	2	2	False	False	False
20.0	2.0	5.0	62	2	D	0.0	1.5	0	3	4	2.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	5	False	True				False	6		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
20.0	2.0	5.0	70	-2	B	-1.0	1.5	0	3	4	1.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	5	False	True				False	6		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
22.0	2.0	5.5	62	2	D	0.0	2.0	2	3	4	2.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	11/2	False	False				False	6		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
22.0	2.0	5.5	70	-2	B	-1.0	2.0	2	3	4	1.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	11/2	False	False				False	6		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
24.0	2.0	6.0	53	-1	F	0.0	2.5	0	3	4	4.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	3	6	False	True				False	7		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	1	1	1	True	True	True
24.0	2.0	6.0	60	0	C	0.0	2.5	0	3	4	2.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	6	False	True				False	7		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	2	2	2	True	False	False
24.0	2.0	6.0	65	-1	F	0.0	2.5	0	3	4	3.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	6	False	True				False	7		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	1	1	1	True	True	True
24.0	2.0	6.0	69	3	A	0.0	2.5	0	3	4	1.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	6	False	True				False	7		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	5	5	5	True	False	False
26.0	2.0	6.5	58	-2	B	-1.0	3.0	3	3	4	4.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	3	13/2	False	True				False	8		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
26.0	2.0	6.5	62	2	D	0.0	3.0	3	3	4	2.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	13/2	False	True				False	8		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
26.0	2.0	6.5	65	-1	F	0.0	3.0	3	3	4	3.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	13/2	False	True				False	8		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	1	1	1	True	False	False
26.0	2.0	6.5	70	-2	B	-1.0	3.0	3	3	4	1.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	13/2	False	True				False	8		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
28.0	2.0	7.0	57	3	A	0.0	3.5	0	3	4	4.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	3	7	False	True				False	9		V6	Bb	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-2	-2	-2	5	5	5	True	False	True
28.0	2.0	7.0	65	-1	F	0.0	3.5	0	3	4	2.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	7	False	True				False	9		V6	Bb	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-2	-2	-2	1	1	1	True	True	False
28.0	2.0	7.0	65	-1	F	0.0	3.5	0	3	4	3.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	7	False	True				False	9		V6	Bb	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-2	-2	-2	1	1	1	True	True	False
28.0	2.0	7.0	72	0	C	0.0	3.5	0	3	4	1.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	5	7	False	True				False	9		V6	Bb	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-2	-2	-2	2	2	2	True	False	False
30.0	4.0	7.5	58	-2	B	-1.0	1.0	1	3	4	4.0	1.0	1/4	True	-2	4.0	4.0	3.0	3a	3	15/2	False	True				False	10		I(9)	Bb	I		I(9)		I			9		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(9), major		I	-2	-2	-2	0	0	0	True	True	True
30.0	2.0	7.5	65	-1	F	0.0	1.0	1	3	4	2.0	1.0	1/8	False	-2	4.0	4.0	3.0	3a	4	15/2	False	True				False	10		I(9)	Bb	I		I(9)		I			9		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(9), major		I	-2	-2	-2	1	1	1	True	False	False
30.0	4.0	7.5	65	-1	F	0.0	1.0	1	3	4	3.0	1.0	1/4	True	-2	4.0	4.0	3.0	3a	4	15/2	False	True				False	10		I(9)	Bb	I		I(9)		I			9		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(9), major		I	-2	-2	-2	1	1	1	True	False	False
30.0	2.0	7.5	72	0	C	0.0	1.0	1	3	4	1.0	1.0	1/8	False	-2	4.0	4.0	3.0	3a	5	15/2	False	True				False	10		I(9)	Bb	I		I(9)		I			9		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(9), major		I	-2	-2	-2	2	2	2	False	False	False
32.0	2.0	8.0	70	-2	B	-1.0	1.5	0	3	4	2.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	4	8	False	True				False	11		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
32.0	2.0	8.0	74	2	D	0.0	1.5	0	3	4	1.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	5	8	False	True				False	11		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
34.0	2.0	8.5	70	-2	B	-1.0	2.0	2	3	4	2.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	4	17/2	False	False				False	11		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
34.0	2.0	8.5	74	2	D	0.0	2.0	2	3	4	1.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	5	17/2	False	False				False	11		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
36.0	2.0	9.0	41	-1	F	0.0	2.5	0	3	4	4.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	2	9	False	True				False	12		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	1	1	1	True	True	True
36.0	2.0	9.0	65	-1	F	0.0	2.5	0	3	4	3.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	4	9	False	True				False	12		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	1	1	1	True	True	True
36.0	2.0	9.0	69	3	A	0.0	2.5	0	3	4	2.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	4	9	False	True				False	12		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	5	5	5	True	False	False
36.0	2.0	9.0	72	0	C	0.0	2.5	0	3	4	1.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	5	9	False	True				False	12		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	2	2	2	True	False	False
38.0	2.0	9.5	46	-2	B	-1.0	3.0	3	3	4	4.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	2	19/2	False	True				False	13		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
38.0	2.0	9.5	65	-1	F	0.0	3.0	3	3	4	3.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	4	19/2	False	True				False	13		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	1	1	1	True	False	False
38.0	2.0	9.5	70	-2	B	-1.0	3.0	3	3	4	2.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	4	19/2	False	True				False	13		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
38.0	2.0	9.5	74	2	D	0.0	3.0	3	3	4	1.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	5	19/2	False	True				False	13		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
40.0	2.0	10.0	39	-3	E	-1.0	3.5	0	3	4	4.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	2	10	False	True				False	14		ii6	Bb	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-2	-2	-2	-1	-1	-1	True	False	True
40.0	2.0	10.0	67	1	G	0.0	3.5	0	3	4	3.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	4	10	False	True				False	14		ii6	Bb	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-2	-2	-2	3	3	3	True	False	False
40.0	2.0	10.0	72	0	C	0.0	3.5	0	3	4	2.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	5	10	False	True				False	14		ii6	Bb	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-2	-2	-2	2	2	2	True	True	False
40.0	2.0	10.0	75	-3	E	-1.0	3.5	0	3	4	1.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	5	10	False	True				False	14		ii6	Bb	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-2	-2	-2	-1	-1	-1	True	False	True
42.0	2.0	10.5	41	-1	F	0.0	1.0	1	3	4	4.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	2	21/2	False	True			\\	True	15		V\\	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	1	1	1	True	True	True
42.0	4.0	10.5	65	-1	F	0.0	1.0	1	3	4	3.0	1.0	1/4	True	-2	5.0	5.0	4.0	4a	4	21/2	False	True			\\	True	15		V\\	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	1	1	1	True	True	True
42.0	4.0	10.5	69	3	A	0.0	1.0	1	3	4	2.0	1.0	1/4	True	-2	5.0	5.0	4.0	4a	4	21/2	False	True			\\	True	15		V\\	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	5	5	5	True	False	False
42.0	4.0	10.5	72	0	C	0.0	1.0	1	3	4	1.0	1.0	1/4	True	-2	5.0	5.0	4.0	4a	5	21/2	False	True			\\	True	15		V\\	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	2	2	2	True	False	False
44.0	2.0	11.0	53	-1	F	0.0	1.5	0	3	4	4.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	3	11	False	False				False	15		V\\	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	1	1	1	True	True	True
46.0	2.0	11.5	53	-1	F	0.0	2.0	2	3	4	4.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	3	23/2	False	False				False	15		V\\	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	1	1	1	True	True	True
