onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
84.0	12.0	7.0	63	-3	E	-1.0	4	4	1.0	2.0	1/4	True	-3	2.0	2.0	2.0	2a	4	7	False	True				False	3	I64(+6)	Eb	I		I64(+6)		I		64	+6		M	False	False	(1, 0, 4)	(3,)	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64(+6), major		I	-3	-3	-3	0	0	0	True	True	False
84.0	6.0	7.0	67	1	G	0.0	4	4	1.0	1.0	1/8	True	-3	2.0	2.0	2.0	2a	4	7	False	True				False	3	I64(+6)	Eb	I		I64(+6)		I		64	+6		M	False	False	(1, 0, 4)	(3,)	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64(+6), major		I	-3	-3	-3	4	4	4	True	False	False
90.0	6.0	7.5	72	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	2.0	2.0	2.0	2a	5	15/2	False	False				False	3	I64(+6)	Eb	I		I64(+6)		I		64	+6		M	False	False	(1, 0, 4)	(3,)	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64(+6), major		I	-3	-3	-3	3	3	3	False	False	False
96.0	36.0	8.0	51	-3	E	-1.0	4	4	2.0	1.0	3/4	True	-3	3.0	3.0	3.0	3a	3	8	False	True				False	4	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
96.0	36.0	8.0	58	-2	B	-1.0	4	4	2.0	1.0	3/4	True	-3	3.0	3.0	3.0	3a	3	8	False	True				False	4	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
96.0	24.0	8.0	63	-3	E	-1.0	4	4	1.0	2.0	1/2	True	-3	3.0	3.0	3.0	3a	4	8	False	True				False	4	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
96.0	24.0	8.0	67	1	G	0.0	4	4	1.0	2.0	1/2	True	-3	3.0	3.0	3.0	3a	4	8	False	True				False	4	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
96.0	24.0	8.0	70	-2	B	-1.0	4	4	1.0	1.0	1/2	True	-3	3.0	3.0	3.0	3a	4	8	False	True				False	4	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
120.0	24.0	10.0	63	-3	E	-1.0	4	4	1.0	2.0	1/2	True	-3	3.0	3.0	3.0	3a	4	10	False	False				False	4	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
120.0	24.0	10.0	67	1	G	0.0	4	4	1.0	2.0	1/2	True	-3	3.0	3.0	3.0	3a	4	10	False	False				False	4	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
120.0	24.0	10.0	70	-2	B	-1.0	4	4	1.0	1.0	1/2	True	-3	3.0	3.0	3.0	3a	4	10	False	False				False	4	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
132.0	12.0	11.0	46	-2	B	-1.0	4	4	2.0	1.0	1/4	True	-3	3.0	3.0	3.0	3a	2	11	False	True				False	5	I64	Eb	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-3	-3	-3	1	1	1	True	False	True
132.0	12.0	11.0	51	-3	E	-1.0	4	4	2.0	1.0	1/4	True	-3	3.0	3.0	3.0	3a	3	11	False	True				False	5	I64	Eb	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-3	-3	-3	0	0	0	True	True	False
132.0	12.0	11.0	58	-2	B	-1.0	4	4	2.0	1.0	1/4	True	-3	3.0	3.0	3.0	3a	3	11	False	True				False	5	I64	Eb	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-3	-3	-3	1	1	1	True	False	True
144.0	36.0	12.0	51	-3	E	-1.0	4	4	2.0	1.0	3/4	True	-3	4.0	4.0	4.0	4a	3	12	False	True				False	6	I[V]	Eb	I	I	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	I	V, major		V	-3	-3	-3	0	0	0	False	False	False
144.0	36.0	12.0	58	-2	B	-1.0	4	4	2.0	1.0	3/4	True	-3	4.0	4.0	4.0	4a	3	12	False	True				False	6	I[V]	Eb	I	I	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	I	V, major		V	-3	-3	-3	1	1	1	True	True	True
144.0	36.0	12.0	62	2	D	0.0	4	4	2.0	1.0	3/4	True	-3	4.0	4.0	4.0	4a	4	12	False	True				False	6	I[V]	Eb	I	I	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	I	V, major		V	-3	-3	-3	5	5	5	True	False	False
144.0	18.0	12.0	65	-1	F	0.0	4	4	1.0	1.0	3/8	True	-3	4.0	4.0	4.0	4a	4	12	False	True				False	6	I[V]	Eb	I	I	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	I	V, major		V	-3	-3	-3	2	2	2	True	False	False
144.0	36.0	12.0	70	-2	B	-1.0	4	4	1.0	2.0	3/4	True	-3	4.0	4.0	4.0	4a	4	12	False	True				False	6	I[V]	Eb	I	I	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	I	V, major		V	-3	-3	-3	1	1	1	True	True	True
144.0	18.0	12.0	77	-1	F	0.0	4	4	1.0	1.0	3/8	True	-3	4.0	4.0	4.0	4a	5	12	False	True				False	6	I[V]	Eb	I	I	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	I	V, major		V	-3	-3	-3	2	2	2	True	False	False
162.0	6.0	13.5	67	1	G	0.0	4	4	1.0	1.0	1/8	True	-3	4.0	4.0	4.0	4a	4	27/2	False	False				False	6	I[V]	Eb	I	I	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	I	V, major		V	-3	-3	-3	4	4	4	False	False	False
162.0	6.0	13.5	79	1	G	0.0	4	4	1.0	1.0	1/8	True	-3	4.0	4.0	4.0	4a	5	27/2	False	False				False	6	I[V]	Eb	I	I	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	I	V, major		V	-3	-3	-3	4	4	4	False	False	False
168.0	12.0	14.0	65	-1	F	0.0	4	4	1.0	1.0	1/4	True	-3	4.0	4.0	4.0	4a	4	14	False	False				False	6	I[V]	Eb	I	I	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	I	V, major		V	-3	-3	-3	2	2	2	True	False	False
168.0	12.0	14.0	77	-1	F	0.0	4	4	1.0	1.0	1/4	True	-3	4.0	4.0	4.0	4a	5	14	False	False				False	6	I[V]	Eb	I	I	V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	I	V, major		V	-3	-3	-3	2	2	2	True	False	False
180.0	12.0	15.0	46	-2	B	-1.0	4	4	2.0	1.0	1/4	True	-3	4.0	4.0	4.0	4a	2	15	False	True				False	7	V7(9)	Eb	I		V7(9)		V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	-3	-3	-3	1	1	1	True	True	True
180.0	12.0	15.0	53	-1	F	0.0	4	4	2.0	1.0	1/4	True	-3	4.0	4.0	4.0	4a	3	15	False	True				False	7	V7(9)	Eb	I		V7(9)		V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	-3	-3	-3	2	2	2	True	False	False
180.0	6.0	15.0	60	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	4.0	4.0	4.0	4a	4	15	False	True				False	7	V7(9)	Eb	I		V7(9)		V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	-3	-3	-3	3	3	3	False	False	False
180.0	12.0	15.0	68	-4	A	-1.0	4	4	1.0	2.0	1/4	True	-3	4.0	4.0	4.0	4a	4	15	False	True				False	7	V7(9)	Eb	I		V7(9)		V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	-3	-3	-3	-1	-1	-1	True	False	False
180.0	6.0	15.0	72	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	4.0	4.0	4.0	4a	5	15	False	True				False	7	V7(9)	Eb	I		V7(9)		V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	-3	-3	-3	3	3	3	False	False	False
186.0	6.0	15.5	62	2	D	0.0	4	4	1.0	1.0	1/8	True	-3	4.0	4.0	4.0	4a	4	31/2	False	True				False	8	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	5	5	5	True	False	False
186.0	6.0	15.5	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-3	4.0	4.0	4.0	4a	5	31/2	False	True				False	8	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	5	5	5	True	False	False
192.0	36.0	16.0	51	-3	E	-1.0	4	4	2.0	1.0	3/4	True	-3	5.0	5.0	5.0	5a	3	16	False	True				False	9	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
192.0	36.0	16.0	58	-2	B	-1.0	4	4	2.0	1.0	3/4	True	-3	5.0	5.0	5.0	5a	3	16	False	True				False	9	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
192.0	24.0	16.0	63	-3	E	-1.0	4	4	1.0	1.0	1/2	True	-3	5.0	5.0	5.0	5a	4	16	False	True				False	9	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
192.0	24.0	16.0	67	1	G	0.0	4	4	1.0	2.0	1/2	True	-3	5.0	5.0	5.0	5a	4	16	False	True				False	9	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
192.0	24.0	16.0	75	-3	E	-1.0	4	4	1.0	1.0	1/2	True	-3	5.0	5.0	5.0	5a	5	16	False	True				False	9	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
216.0	6.0	18.0	63	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-3	5.0	5.0	5.0	5a	4	18	False	False				False	9	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
216.0	12.0	18.0	67	1	G	0.0	4	4	1.0	2.0	1/4	True	-3	5.0	5.0	5.0	5a	4	18	False	False				False	9	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
216.0	6.0	18.0	75	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-3	5.0	5.0	5.0	5a	5	18	False	False				False	9	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
222.0	6.0	18.5	62	2	D	0.0	4	4	1.0	1.0	1/8	True	-3	5.0	5.0	5.0	5a	4	37/2	False	False				False	9	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	5	5	5	False	False	False
222.0	6.0	18.5	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-3	5.0	5.0	5.0	5a	5	37/2	False	False				False	9	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	5	5	5	False	False	False
228.0	12.0	19.0	46	-2	B	-1.0	4	4	2.0	1.0	1/4	True	-3	5.0	5.0	5.0	5a	2	19	False	True				False	10	V7(9)	Eb	I		V7(9)		V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	-3	-3	-3	1	1	1	True	True	True
228.0	12.0	19.0	53	-1	F	0.0	4	4	2.0	1.0	1/4	True	-3	5.0	5.0	5.0	5a	3	19	False	True				False	10	V7(9)	Eb	I		V7(9)		V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	-3	-3	-3	2	2	2	True	False	False
228.0	6.0	19.0	60	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	5.0	5.0	5.0	5a	4	19	False	True				False	10	V7(9)	Eb	I		V7(9)		V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	-3	-3	-3	3	3	3	False	False	False
228.0	12.0	19.0	68	-4	A	-1.0	4	4	1.0	2.0	1/4	True	-3	5.0	5.0	5.0	5a	4	19	False	True				False	10	V7(9)	Eb	I		V7(9)		V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	-3	-3	-3	-1	-1	-1	True	False	False
228.0	6.0	19.0	72	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	5.0	5.0	5.0	5a	5	19	False	True				False	10	V7(9)	Eb	I		V7(9)		V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	-3	-3	-3	3	3	3	False	False	False
234.0	6.0	19.5	62	2	D	0.0	4	4	1.0	1.0	1/8	True	-3	5.0	5.0	5.0	5a	4	39/2	False	True				False	11	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	5	5	5	True	False	False
234.0	6.0	19.5	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-3	5.0	5.0	5.0	5a	5	39/2	False	True				False	11	V7	Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	5	5	5	True	False	False
240.0	24.0	20.0	51	-3	E	-1.0	4	4	2.0	1.0	1/2	True	-3	6.0	6.0	6.0	6a	3	20	False	True				False	12	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
240.0	24.0	20.0	58	-2	B	-1.0	4	4	1.0	2.0	1/2	True	-3	6.0	6.0	6.0	6a	3	20	False	True				False	12	I	Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
